"id","title","authors"
"ko05203","The pivotal role of phosphatidylinositol 3-kinase-Akt signal transduction in virus survival.","Cooray S"
"ko05203","Human hepatitis B virus X protein promotes cell proliferation and inhibits cell apoptosis through interacting with a serine protease Hepsin.","Zhang JL, Zhao WG, Wu KL, Wang K, Zhang X, Gu CF, Li Y, Zhu Y, Wu JG"
"ko05203","The hepatitis B virus HBx protein inhibits caspase 3 activity.","Gottlob K, Fulco M, Levrero M, Graessmann A"
"ko05203","Putative role of hepatitis B virus X protein in hepatocarcinogenesis: effects on apoptosis, DNA repair, mitogen-activated protein kinase and JAK/STAT pathways.","Arbuthnot P, Capovilla A, Kew M"
"ko05203","X protein of hepatitis B virus inhibits Fas-mediated apoptosis and is associated with up-regulation of the SAPK/JNK pathway.","Diao J, Khine AA, Sarangi F, Hsu E, Iorio C, Tibbles LA, Woodgett JR, Penninger J, Richardson CD"
"ko05203","Liver cell transformation in chronic HBV infection.","Benhenda S, Cougot D, Neuveut C, Buendia MA"
"ko05203","Erk associates with and primes GSK-3beta for its inactivation resulting in upregulation of beta-catenin.","Ding Q, Xia W, Liu JC, Yang JY, Lee DF, Xia J, Bartholomeusz G, Li Y, Pan Y, Li Z, Bargou RC, Qin J, Lai CC, Tsai FJ, Tsai CH, Hung MC"
"ko05203","Activation of Src family kinases by hepatitis B virus HBx protein and coupled signaling to Ras.","Klein NP, Schneider RJ"
"ko05203","Viral hepatocarcinogenesis: from infection to cancer.","Tan A, Yeh SH, Liu CJ, Cheung C, Chen PJ"
"ko05203","Hepatitis B virus X protein molecular functions and its role in virus life cycle and pathogenesis.","Benhenda S, Cougot D, Buendia MA, Neuveut C"
"ko05203","Genetic and epigenetic signatures in human hepatocellular carcinoma: a systematic review.","Nishida N, Goel A"
"ko05203","Hepatitis B virus X gene and hepatocarcinogenesis.","Ng SA, Lee C"
"ko05203","Hepatitis viruses and the MAPK pathway: is this a survival strategy?","Panteva M, Korkaya H, Jameel S"
"ko05203","Effects of hepatitis B virus X protein on the development of liver cancer.","Zhang X, Zhang H, Ye L"
"ko05203","Human tumor-associated viruses and new insights into the molecular mechanisms of cancer.","Martin D, Gutkind JS"
"ko05203","Viral oncogenes, noncoding RNAs, and RNA splicing in human tumor viruses.","Zheng ZM"
"ko05203","Tumor viruses and cancer biology: Modulating signaling pathways for therapeutic intervention.","Saha A, Kaul R, Murakami M, Robertson ES"
"ko05203","Viral origins of human cancer.","Boccardo E, Villa LL"
"ko05203","Tumour virology--history, status and future challenges.","Kalland KH, Ke XS, Oyan AM"
"ko05203","Why do viruses cause cancer? Highlights of the first century of human tumour virology.","Moore PS, Chang Y"
"ko05203","Viruses associated with human cancer.","McLaughlin-Drubin ME, Munger K"
"map05203","The exonuclease and host shutoff functions of the SOX protein of Kaposi's sarcoma-associated herpesvirus are genetically separable.","Glaunsinger B, Chavez L, Ganem D"
"map05203","Crystal structure of a KSHV-SOX-DNA complex: insights into the molecular mechanisms underlying DNase activity and host shutoff.","Bagneris C, Briggs LC, Savva R, Ebrahimi B, Barrett TE"
"map05203","Role of the Kaposi's sarcoma-associated herpesvirus K15 SH3 binding site in inflammatory signaling and B-cell activation.","Pietrek M, Brinkmann MM, Glowacka I, Enlund A, Havemeier A, Dittrich-Breiholz O, Kracht M, Lewitzky M, Saksela K, Feller SM, Schulz TF"
"map05203","Antiviral activity of tumor-suppressor pathways: clues from molecular piracy by KSHV.","Moore PS, Chang Y"
"map05203","Kaposi's sarcoma-associated herpesvirus (human herpesvirus 8): epidemiology and pathogenesis.","Schulz TF"
"map05203","Kaposi's sarcoma-associated herpesvirus: a new human tumor virus, but how?","Schulz TF, Moore PS"
"map05203","Molecular biology and pathogenesis of Kaposi sarcoma-associated herpesvirus.","Verma SC, Robertson ES"
"map05203","The kaposin B protein of KSHV activates the p38/MK2 pathway and stabilizes cytokine mRNAs.","McCormick C, Ganem D"
"map05203","Linking Kaposi virus to cancer-associated cytokines.","Wang HW, Boshoff C"
"map05203","Kaposi sarcoma-associated herpesvirus (KSHV): molecular biology and oncogenesis.","Wen KW, Damania B"
"map05203","The Viral Interferon Regulatory Factors of KSHV: Immunosuppressors or Oncogenes?","Jacobs SR, Damania B"
"map05203","Viral interferon regulatory factors.","Lee HR, Kim MH, Lee JS, Liang C, Jung JU"
"map05203","Immune evasion in Kaposi's sarcoma-associated herpes virus associated oncogenesis.","Liang C, Lee JS, Jung JU"
"map05203","Cell signaling pathways engaged by KSHV.","Jarviluoma A, Ojala PM"
"map05203","Molecular biology of Kaposi's sarcoma-associated herpesvirus and related oncogenesis.","Cai Q, Verma SC, Lu J, Robertson ES"
"map05203","Immune evasion by Kaposi's sarcoma-associated herpesvirus.","Coscoy L"
"map05203","Kaposi's sarcoma-associated herpesvirus immune modulation: an overview.","Rezaee SA, Cunningham C, Davison AJ, Blackbourn DJ"
"map05203","Functional inactivation of p53 by human T-cell leukemia virus type 1 Tax protein: mechanisms and clinical implications.","Tabakin-Fix Y, Azran I, Schavinky-Khrapunsky Y, Levy O, Aboud M"
"map05203","Molecular mechanisms of cellular transformation by HTLV-1 Tax.","Grassmann R, Aboud M, Jeang KT"
"map05203","Protein profile of tax-associated complexes.","Wu K, Bottazzi ME, de la Fuente C, Deng L, Gitlin SD, Maddukuri A, Dadgar S, Li H, Vertes A, Pumfery A, Kashanchi F"
"map05203","Transcriptional and post-transcriptional gene regulation of HTLV-1.","Kashanchi F, Brady JN"
"map05203","Human T-cell lymphotropic virus: a model of NF-kappaB-associated tumorigenesis.","Qu Z, Xiao G"
"map05203","Mechanisms of persistent NF-kappaB activation by HTLV-I tax.","Harhaj EW, Harhaj NS"
"map05203","Interaction of the human T-cell lymphotropic virus type 1 tax transactivator with transcription factor IIA.","Clemens KE, Piras G, Radonovich MF, Choi KS, Duvall JF, DeJong J, Roeder R, Brady JN"
"map05203","Functional and biochemical interaction of the HTLV-I Tax1 transactivator with TBP.","Caron C, Rousset R, Beraud C, Moncollin V, Egly JM, Jalinot P"
"map05203","The HTLV-1 Tax interactome.","Boxus M, Twizere JC, Legros S, Dewulf JF, Kettmann R, Willems L"
"map05203","Multiple viral strategies of HTLV-1 for dysregulation of cell growth control.","Yoshida M"
"map05203","Human T-cell leukemia virus type I and adult T-cell leukemia.","Matsuoka M"
"map05203","Role of Tax protein in human T-cell leukemia virus type-I leukemogenicity.","Azran I, Schavinsky-Khrapunsky Y, Aboud M"
"map05203","Human T-cell leukaemia virus type 1 (HTLV-1) infectivity and cellular transformation.","Matsuoka M, Jeang KT"
"map05203","Modulation of type M2 pyruvate kinase activity by the human papillomavirus type 16 E7 oncoprotein.","Zwerschke W, Mazurek S, Massimi P, Banks L, Eigenbrodt E, Jansen-Durr P"
"map05203","The human papillomavirus type 16 E7 gene product interacts with and trans-activates the AP1 family of transcription factors.","Antinore MJ, Birrer MJ, Patel D, Nader L, McCance DJ"
"map05203","Human papillomavirus type 16 E7 binds to the conserved carboxy-terminal region of the TATA box binding protein and this contributes to E7 transforming activity.","Massimi P, Pim D, Banks L"
"map05203","Direct activation of cyclin-dependent kinase 2 by human papillomavirus E7.","He W, Staples D, Smith C, Fisher C"
"map05203","The E7 proteins of low- and high-risk human papillomaviruses share the ability to target the pRB family member p130 for degradation.","Zhang B, Chen W, Roman A"
"map05203","The human papillomavirus E7 oncoprotein functionally interacts with the S4 subunit of the 26 S proteasome.","Berezutskaya E, Bagchi S"
"map05203","Transformation by bovine papillomavirus type 1 E6 requires paxillin.","Wade R, Brimer N, Vande Pol S"
"map05203","Human papillomaviruses and cell signaling.","McCance DJ"
"map05203","Human papillomavirus oncoproteins: pathways to transformation.","Moody CA, Laimins LA"
"map05203","The role of human papilloma virus in the molecular biology of cervical carcinogenesis.","Motoyama S, Ladines-Llave CA, Luis Villanueva S, Maruo T"
"map05203","Basic mechanisms of high-risk human papillomavirus-induced carcinogenesis: roles of E6 and E7 proteins.","Narisawa-Saito M, Kiyono T"
"map05203","Molecular mechanisms of cervical carcinogenesis by high-risk human papillomaviruses: novel functions of E6 and E7 oncoproteins.","Yugawa T, Kiyono T"
"map05203","Papillomaviruses causing cancer: evasion from host-cell control in early events in carcinogenesis.","zur Hausen H"
"map05203","Human papillomaviruses and their role in cervical cancer.","Dell G, Gaston K"
"map05203","LMP1 structure and signal transduction.","Eliopoulos AG, Young LS"
"map05203","Epstein-Barr virus: exploiting the immune system.","Thorley-Lawson DA"
"map05203","The role of Epstein-Barr virus in cancer.","Pattle SB, Farrell PJ"
"map05203","The biology of Hodgkin's lymphoma.","Kuppers R"
"map05203","The expression and function of Epstein-Barr virus encoded latent genes.","Young LS, Dawson CW, Eliopoulos AG"
"map05203","EBV-encoded EBNA-6 binds and targets MRS18-2 to the nucleus, resulting in the disruption of pRb-E2F1 complexes.","Kashuba E, Yurchenko M, Yenamandra SP, Snopok B, Isaguliants M, Szekely L, Klein G"
"map05203","Epstein-Barr virus latent antigen 3C can mediate the degradation of the retinoblastoma protein through an SCF cellular ubiquitin ligase.","Knight JS, Sharma N, Robertson ES"
"map05203","Epstein-Barr virus nuclear antigen 3C regulates cyclin A/p27 complexes and enhances cyclin A-dependent kinase activity.","Knight JS, Robertson ES"
"map05203","A cyclin-binding motif within the amino-terminal homology domain of EBNA3C binds cyclin A and modulates cyclin A-dependent kinase activity in Epstein-Barr virus-infected cells.","Knight JS, Sharma N, Kalman DE, Robertson ES"
"map05203","Epstein-Barr virus nuclear antigen 3C facilitates G1-S transition by stabilizing and enhancing the function of cyclin D1.","Saha A, Halder S, Upadhyay SK, Lu J, Kumar P, Murakami M, Cai Q, Robertson ES"
"map05203","EBNA3C attenuates the function of p53 through interaction with inhibitor of growth family proteins 4 and 5.","Saha A, Bamidele A, Murakami M, Robertson ES"
"map05203","The Epstein-Barr virus EBNA-LP protein preferentially coactivates EBNA2-mediated stimulation of latent membrane proteins expressed from the viral divergent promoter.","Peng R, Moses SC, Tan J, Kremmer E, Ling PD"
"map05203","Four EBNA2 domains are important for EBNALP coactivation.","Peng CW, Zhao B, Kieff E"
"map05203","Epstein-Barr virus nuclear protein 2 has at least two N-terminal domains that mediate self-association.","Harada S, Yalamanchili R, Kieff E"
"map05203","Protein interaction domains of the ubiquitin-specific protease, USP7/HAUSP.","Holowaty MN, Sheng Y, Nguyen T, Arrowsmith C, Frappier L"
"map05203","Epstein-Barr virus: 40 years on.","Young LS, Rickinson AB."
"map05203","Epstein-Barr virus-associated B-cell lymphomas: pathogenesis and clinical outcomes.","Saha A, Robertson ES"
"map05203","Interaction of Epstein-Barr virus (EBV) with human B-lymphocytes.","Klein G, Klein E, Kashuba E"
"map05203","Inhibition of germinal centre apoptotic programmes by epstein-barr virus.","Spender LC, Inman GJ"
"map05203","Hepatitis C virus NS5A protein binds TBP and p53, inhibiting their DNA binding and p53 interactions with TBP and ERCC3.","Qadri I, Iwahashi M, Simon F"
"map05203","HCV NS5A: A Multifunctional Regulator of Cellular Pathways and Virus Replication","He Y, Staschke KA, Tan SL"
"map05203","Modulation of cell growth by the hepatitis C virus nonstructural protein NS5A.","Arima N, Kao CY, Licht T, Padmanabhan R, Sasaguri Y, Padmanabhan R"
"map05203","Hepatitis C virus NS5A protein impairs TNF-mediated hepatic apoptosis, but not by an anti-FAS antibody, in transgenic mice.","Majumder M, Ghosh AK, Steele R, Zhou XY, Phillips NJ, Ray R, Ray RB"
"map05203","Hepatitis C virus NS5A-mediated activation of phosphoinositide 3-kinase results in stabilization of cellular beta-catenin and stimulation of beta-catenin-responsive transcription.","Street A, Macdonald A, McCormick C, Harris M"
"map05203","Subversion of cell signaling pathways by hepatitis C virus nonstructural 5A protein via interaction with Grb2 and P85 phosphatidylinositol 3-kinase.","He Y, Nakao H, Tan SL, Polyak SJ, Neddermann P, Vijaysri S, Jacobs BL, Katze MG"
"map05203","Antiapoptotic and oncogenic potentials of hepatitis C virus are linked to interferon resistance by viral repression of the PKR protein kinase.","Gale M Jr, Kwieciszewski B, Dossett M, Nakao H, Katze MG"
"map05203","Hepatitis C virus NS5A as a potential viral Bcl-2 homologue interacts with Bax and inhibits apoptosis in hepatocellular carcinoma.","Chung YL, Sheu ML, Yen SH"
"map05203","HCV NS5A interacts with p53 and inhibits p53-mediated apoptosis.","Lan KH, Sheu ML, Hwang SJ, Yen SH, Chen SY, Wu JC, Wang YJ, Kato N, Omata M, Chang FY, Lee SD"
"map05203","Identification and characterization of a histone binding site of the non-structural protein 3 of hepatitis C virus.","Borowski P, Kuhl R, Laufs R, Schulze zur Wiesch J, Heiland M"
"map05203","Nonstructural protein 3 of hepatitis C virus blocks the distribution of the free catalytic subunit of cyclic AMP-dependent protein kinase.","Borowski P, Oehlmann K, Heiland M, Laufs R"
"map05203","Mapping of the interacting domains of hepatitis C virus core protein and the double-stranded RNA-activated protein kinase PKR.","Yan XB, Battaglia S, Boucreux D, Chen Z, Brechot C, Pavio N"
"map05203","Hepatitis C virus core protein interacts with 14-3-3 protein and activates the kinase Raf-1.","Aoki H, Hayashi J, Moriyama M, Arakawa Y, Hino O"
"map05203","Hepatitis C virus core protein interacts with cellular putative RNA helicase.","You LR, Chen CM, Yeh TS, Tsai TY, Mai RT, Lin CH, Lee YH"
"map05203","Complex formation between hepatitis C virus core protein and p21Waf1/Cip1/Sdi1.","Wang F, Yoshida I, Takamatsu M, Ishido S, Fujita T, Oka K, Hotta H"
"map05203","Hepatitis C virus core protein interacts with heterogeneous nuclear ribonucleoprotein K.","Hsieh TY, Matsumoto M, Chou HC, Schneider R, Hwang SB, Lee AS, Lai MM"
"map05203","Modulation of retinoid signaling by a cytoplasmic viral protein via sequestration of Sp110b, a potent transcriptional corepressor of retinoic acid receptor, from the nucleus.","Watashi K, Hijikata M, Tagawa A, Doi T, Marusawa H, Shimotohno K"
"map05203","Hepatitis C virus core protein promotes proliferation of human hepatoma cells through enhancement of transforming growth factor alpha expression via activation of nuclear factor-kappaB.","Sato Y, Kato J, Takimoto R, Takada K, Kawano Y, Miyanishi K, Kobune M, Sato Y, Takayama T, Matunaga T, Niitsu Y"
"map05203","Hepatitis C virus core protein enhances NF-kappaB signal pathway triggering by lymphotoxin-beta receptor ligand and tumor necrosis factor alpha.","You LR, Chen CM, Lee YH"
"map05203","Role of hepatitis C virus proteins (C, NS3, NS5A) in hepatic oncogenesis.","Kasprzak A, Adamek A"
"map05203","Mitochondrially associated hepatitis B virus X protein constitutively activates transcription factors STAT-3 and NF-kappa B via oxidative stress.","Waris G, Huh KW, Siddiqui A"
"map05203","Hepatitis B virus X protein induces expression of Fas ligand gene through enhancing transcriptional activity of early growth response factor.","Yoo YG, Lee MO"
"map05203","HBx-dependent cell cycle deregulation involves interaction with cyclin E/A-cdk2 complex and destabilization of p27Kip1.","Mukherji A, Janbandhu VC, Kumar V"
"map05203","The pivotal role of phosphatidylinositol 3-kinase-Akt signal transduction in virus survival.","Cooray S"
"map05203","Human hepatitis B virus X protein promotes cell proliferation and inhibits cell apoptosis through interacting with a serine protease Hepsin.","Zhang JL, Zhao WG, Wu KL, Wang K, Zhang X, Gu CF, Li Y, Zhu Y, Wu JG"
"map05203","The hepatitis B virus HBx protein inhibits caspase 3 activity.","Gottlob K, Fulco M, Levrero M, Graessmann A"
"map05203","Putative role of hepatitis B virus X protein in hepatocarcinogenesis: effects on apoptosis, DNA repair, mitogen-activated protein kinase and JAK/STAT pathways.","Arbuthnot P, Capovilla A, Kew M"
"map05203","X protein of hepatitis B virus inhibits Fas-mediated apoptosis and is associated with up-regulation of the SAPK/JNK pathway.","Diao J, Khine AA, Sarangi F, Hsu E, Iorio C, Tibbles LA, Woodgett JR, Penninger J, Richardson CD"
"map05203","Liver cell transformation in chronic HBV infection.","Benhenda S, Cougot D, Neuveut C, Buendia MA"
"map05203","Erk associates with and primes GSK-3beta for its inactivation resulting in upregulation of beta-catenin.","Ding Q, Xia W, Liu JC, Yang JY, Lee DF, Xia J, Bartholomeusz G, Li Y, Pan Y, Li Z, Bargou RC, Qin J, Lai CC, Tsai FJ, Tsai CH, Hung MC"
"map05203","Activation of Src family kinases by hepatitis B virus HBx protein and coupled signaling to Ras.","Klein NP, Schneider RJ"
"map05203","Viral hepatocarcinogenesis: from infection to cancer.","Tan A, Yeh SH, Liu CJ, Cheung C, Chen PJ"
"map05203","Hepatitis B virus X protein molecular functions and its role in virus life cycle and pathogenesis.","Benhenda S, Cougot D, Buendia MA, Neuveut C"
"map05203","Genetic and epigenetic signatures in human hepatocellular carcinoma: a systematic review.","Nishida N, Goel A"
"map05203","Hepatitis B virus X gene and hepatocarcinogenesis.","Ng SA, Lee C"
"map05203","Hepatitis viruses and the MAPK pathway: is this a survival strategy?","Panteva M, Korkaya H, Jameel S"
"map05203","Effects of hepatitis B virus X protein on the development of liver cancer.","Zhang X, Zhang H, Ye L"
"map05203","Human tumor-associated viruses and new insights into the molecular mechanisms of cancer.","Martin D, Gutkind JS"
"map05203","Viral oncogenes, noncoding RNAs, and RNA splicing in human tumor viruses.","Zheng ZM"
"map05203","Tumor viruses and cancer biology: Modulating signaling pathways for therapeutic intervention.","Saha A, Kaul R, Murakami M, Robertson ES"
"map05203","Viral origins of human cancer.","Boccardo E, Villa LL"
"map05203","Tumour virology--history, status and future challenges.","Kalland KH, Ke XS, Oyan AM"
"map05203","Why do viruses cause cancer? Highlights of the first century of human tumour virology.","Moore PS, Chang Y"
"map05203","Viruses associated with human cancer.","McLaughlin-Drubin ME, Munger K"
"ko04512","Functional structure and composition of the extracellular matrix.","Bosman FT, Stamenkovic I."
"ko04512","Hyaluronan: from extracellular glue to pericellular cue.","Toole BP."
"ko04512","Dystroglycan glycosylation and its role in matrix binding in skeletal muscle.","Martin PT."
"ko04512","Glycoprotein VI but not alpha2beta1 integrin is essential for platelet interaction with collagen.","Nieswandt B, Brakebusch C, Bergmeier W, Schulte V, Bouvard D, Mokhtari-Nejad R, Lindhout T, Heemskerk JW, Zirngibl H, Fassler R."
"ko04512","Signalling through the platelet glycoprotein Ib-V-IX complex.","Canobbio I, Balduini C, Torti M."
"ko04512","Thrombospondin 1: a multifunctional protein implicated in the regulation of tumor growth.","Sid B, Sartelet H, Bellon G, El Btaouri H, Rath G, Delorme N, Haye B, Martiny L."
"ko04512","The synaptic vesicle protein SV2 is complexed with an alpha5-containing laminin on the nerve terminal surface.","Son YJ, Scranton TW, Sunderland WJ, Baek SJ, Miner JH, Sanes JR, Carlson SS."
"ko04512","Function of the syndecans--a family of cell surface proteoglycans.","Elenius K, Jalkanen M."
"ko04512","The liberation of CD44.","Cichy J, Pure E."
"ko04512","The integrin family of cell adhesion molecules has multiple functions within the CNS.","Milner R, Campbell IL."
"ko04512","Integrin receptors: the dynamic modulators of endometrial function.","Reddy KV, Mangale SS."
"ko04512","Function and interactions of integrins.","van der Flier A, Sonnenberg A."
"map04512","Functional structure and composition of the extracellular matrix.","Bosman FT, Stamenkovic I."
"map04512","Hyaluronan: from extracellular glue to pericellular cue.","Toole BP."
"map04512","Dystroglycan glycosylation and its role in matrix binding in skeletal muscle.","Martin PT."
"map04512","Glycoprotein VI but not alpha2beta1 integrin is essential for platelet interaction with collagen.","Nieswandt B, Brakebusch C, Bergmeier W, Schulte V, Bouvard D, Mokhtari-Nejad R, Lindhout T, Heemskerk JW, Zirngibl H, Fassler R."
"map04512","Signalling through the platelet glycoprotein Ib-V-IX complex.","Canobbio I, Balduini C, Torti M."
"map04512","Thrombospondin 1: a multifunctional protein implicated in the regulation of tumor growth.","Sid B, Sartelet H, Bellon G, El Btaouri H, Rath G, Delorme N, Haye B, Martiny L."
"map04512","The synaptic vesicle protein SV2 is complexed with an alpha5-containing laminin on the nerve terminal surface.","Son YJ, Scranton TW, Sunderland WJ, Baek SJ, Miner JH, Sanes JR, Carlson SS."
"map04512","Function of the syndecans--a family of cell surface proteoglycans.","Elenius K, Jalkanen M."
"map04512","The liberation of CD44.","Cichy J, Pure E."
"map04512","The integrin family of cell adhesion molecules has multiple functions within the CNS.","Milner R, Campbell IL."
"map04512","Integrin receptors: the dynamic modulators of endometrial function.","Reddy KV, Mangale SS."
"map04512","Function and interactions of integrins.","van der Flier A, Sonnenberg A."
"ko04972","Small G proteins as key regulators of pancreatic digestive enzyme secretion.","Williams JA, Chen X, Sabbatini ME"
"ko04972","Calcium signaling and acute pancreatitis: specific response to a promiscuous messenger.","Parekh AB"
"ko04972","Coordination of agonist-induced Ca2+-signalling patterns by NAADP in pancreatic acinar cells.","Cancela JM, Churchill GC, Galione A"
"ko04972","Two different but converging messenger pathways to intracellular Ca(2+) release: the roles of nicotinic acid adenine dinucleotide phosphate, cyclic ADP-ribose and inositol trisphosphate.","Cancela JM, Gerasimenko OV, Gerasimenko JV, Tepikin AV, Petersen OH"
"ko04972","Human pancreatic digestive enzymes.","Whitcomb DC, Lowe ME"
"ko04972","The role of CFTR in bicarbonate secretion by pancreatic duct and airway epithelia.","Kim D, Steward MC"
"ko04972","Mechanisms of bicarbonate secretion in the pancreatic duct.","Steward MC, Ishiguro H, Case RM"
"ko04972","Signaling mechanisms of secretin receptor.","Siu FK, Lam IP, Chu JY, Chow BK"
"ko04972","Secretin: a pleiotrophic hormone.","Chu JY, Yung WH, Chow BK"
"ko04972","Neuroendocrinology of the pancreas; role of brain-gut axis in pancreatic secretion.","Konturek SJ, Zabielski R, Konturek JW, Czarnecki J"
"ko04972","Physiology and pathophysiology of potassium channels in gastrointestinal epithelia.","Heitzmann D, Warth R"
"ko04972","Ca2+ signaling in the pancreatic acinus.","Kanno T"
"ko04972","Organelle selection determines agonist-specific Ca2+ signals in pancreatic acinar and beta cells.","Yamasaki M, Masgrau R, Morgan AJ, Churchill GC, Patel S, Ashcroft SJ, Galione A"
"ko04972","Receptor biology and signal transduction in pancreatic acinar cells.","Bi Y, Williams JA"
"ko04972","Regulation of pancreatic acinar cell function.","Williams JA"
"ko04972","Regulation of acinar cell function in the pancreas.","Williams JA"
"ko04972","Polarized calcium signaling in exocrine gland cells.","Petersen OH, Tepikin AV"
"map04972","Small G proteins as key regulators of pancreatic digestive enzyme secretion.","Williams JA, Chen X, Sabbatini ME"
"map04972","Calcium signaling and acute pancreatitis: specific response to a promiscuous messenger.","Parekh AB"
"map04972","Coordination of agonist-induced Ca2+-signalling patterns by NAADP in pancreatic acinar cells.","Cancela JM, Churchill GC, Galione A"
"map04972","Two different but converging messenger pathways to intracellular Ca(2+) release: the roles of nicotinic acid adenine dinucleotide phosphate, cyclic ADP-ribose and inositol trisphosphate.","Cancela JM, Gerasimenko OV, Gerasimenko JV, Tepikin AV, Petersen OH"
"map04972","Human pancreatic digestive enzymes.","Whitcomb DC, Lowe ME"
"map04972","The role of CFTR in bicarbonate secretion by pancreatic duct and airway epithelia.","Kim D, Steward MC"
"map04972","Mechanisms of bicarbonate secretion in the pancreatic duct.","Steward MC, Ishiguro H, Case RM"
"map04972","Signaling mechanisms of secretin receptor.","Siu FK, Lam IP, Chu JY, Chow BK"
"map04972","Secretin: a pleiotrophic hormone.","Chu JY, Yung WH, Chow BK"
"map04972","Neuroendocrinology of the pancreas; role of brain-gut axis in pancreatic secretion.","Konturek SJ, Zabielski R, Konturek JW, Czarnecki J"
"map04972","Physiology and pathophysiology of potassium channels in gastrointestinal epithelia.","Heitzmann D, Warth R"
"map04972","Ca2+ signaling in the pancreatic acinus.","Kanno T"
"map04972","Organelle selection determines agonist-specific Ca2+ signals in pancreatic acinar and beta cells.","Yamasaki M, Masgrau R, Morgan AJ, Churchill GC, Patel S, Ashcroft SJ, Galione A"
"map04972","Receptor biology and signal transduction in pancreatic acinar cells.","Bi Y, Williams JA"
"map04972","Regulation of pancreatic acinar cell function.","Williams JA"
"map04972","Regulation of acinar cell function in the pancreas.","Williams JA"
"map04972","Polarized calcium signaling in exocrine gland cells.","Petersen OH, Tepikin AV"
"ko04970","The salivary gland fluid secretion mechanism.","Catalan MA, Nakamoto T, Melvin JE"
"ko04970","Regulation of fluid and electrolyte secretion in salivary gland acinar cells.","Melvin JE, Yule D, Shuttleworth T, Begenisich T"
"ko04970","Functional and molecular characterization of the fluid secretion mechanism in human parotid acinar cells.","Nakamoto T, Srivastava A, Romanenko VG, Ovitt CE, Perez-Cornejo P, Arreola J, Begenisich T, Melvin JE"
"ko04970","Salivary proteins: protective and diagnostic value in cariology?","Van Nieuw Amerongen A, Bolscher JG, Veerman EC"
"ko04970","Understanding salivary fluid and protein secretion.","Turner RJ, Sugiya H"
"ko04970","Regulation of salivary gland function by autonomic nerves.","Proctor GB, Carpenter GH"
"ko04970","Physiology and pathophysiology of potassium channels in gastrointestinal epithelia.","Heitzmann D, Warth R"
"ko04970","Divergence and convergence in regulated exocytosis: the characteristics of cAMP-dependent enzyme secretion of parotid salivary acinar cells.","Fujita-Yoshigaki J"
"ko04970","Principles of saliva secretion.","Baum BJ"
"ko04970","Aquaporin water channel in salivary glands.","Ishikawa Y, Ishida H"
"ko04970","Regulation of calcium in salivary gland secretion.","Ambudkar IS"
"ko04970","Aquaporin-5 water channel in lipid rafts of rat parotid glands.","Ishikawa Y, Cho G, Yuan Z, Inoue N, Nakae Y"
"ko04970","Water channels and zymogen granules in salivary glands.","Ishikawa Y, Cho G, Yuan Z, Skowronski MT, Pan Y, Ishida H"
"map04970","The salivary gland fluid secretion mechanism.","Catalan MA, Nakamoto T, Melvin JE"
"map04970","Regulation of fluid and electrolyte secretion in salivary gland acinar cells.","Melvin JE, Yule D, Shuttleworth T, Begenisich T"
"map04970","Functional and molecular characterization of the fluid secretion mechanism in human parotid acinar cells.","Nakamoto T, Srivastava A, Romanenko VG, Ovitt CE, Perez-Cornejo P, Arreola J, Begenisich T, Melvin JE"
"map04970","Salivary proteins: protective and diagnostic value in cariology?","Van Nieuw Amerongen A, Bolscher JG, Veerman EC"
"map04970","Understanding salivary fluid and protein secretion.","Turner RJ, Sugiya H"
"map04970","Regulation of salivary gland function by autonomic nerves.","Proctor GB, Carpenter GH"
"map04970","Physiology and pathophysiology of potassium channels in gastrointestinal epithelia.","Heitzmann D, Warth R"
"map04970","Divergence and convergence in regulated exocytosis: the characteristics of cAMP-dependent enzyme secretion of parotid salivary acinar cells.","Fujita-Yoshigaki J"
"map04970","Principles of saliva secretion.","Baum BJ"
"map04970","Aquaporin water channel in salivary glands.","Ishikawa Y, Ishida H"
"map04970","Regulation of calcium in salivary gland secretion.","Ambudkar IS"
"map04970","Aquaporin-5 water channel in lipid rafts of rat parotid glands.","Ishikawa Y, Cho G, Yuan Z, Inoue N, Nakae Y"
"map04970","Water channels and zymogen granules in salivary glands.","Ishikawa Y, Cho G, Yuan Z, Skowronski MT, Pan Y, Ishida H"
"ko00760","Identification of nicotinamide mononucleotide deamidase of the bacterial pyridine nucleotide cycle reveals a novel broadly conserved amidohydrolase family.","Galeazzi L, Bocci P, Amici A, Brunetti L, Ruggieri S, Romine M, Reed S, Osterman AL, Rodionov DA, Sorci L, Raffaelli N"
"ko00760","The bacterial oxidation of nicotine. VI. The metabolism of 2,6-dihydroxypseudooxynicotine.","Gherna RL, Richardson SH, Rittenberg SC"
"ko00760","An alpha/beta-fold C--C bond hydrolase is involved in a central step of nicotine catabolism by Arthrobacter nicotinovorans.","Sachelaru P, Schiltz E, Igloi GL, Brandsch R."
"ko00760","Gene cluster on pAO1 of Arthrobacter nicotinovorans involved in degradation of the plant alkaloid nicotine: cloning, purification, and characterization of 2,6-dihydroxypyridine 3-hydroxylase.","Baitsch D, Sandu C, Brandsch R, Igloi GL."
"ko00760","Molecular and functional analysis of nicotinate catabolism in Eubacterium barkeri.","Alhapel A, Darley DJ, Wagener N, Eckel E, Elsner N, Pierik AJ."
"ko00760","The bacterial oxidation of nicotinic acid.","BEHRMAN EJ, STANIER RY."
