"uniprot","kegg","ko","desc","Iteration_query-def","Iteration_query-len","Hit_len","Hsp_evalue","Hsp_identity","Hsp_gaps","Hsp_align-len"
"Q8WZ42","hsa:7273","K12567","titin [EC:2.7.11.1]","KXJ05340.1","2746","34350","3.55988e-06","58","35","214"
"Q8WZ42","hsa:7273","K12567","titin [EC:2.7.11.1]","KXJ05340.1","2746","34350","5.7563e-06","58","19","204"
"Q8WZ42","hsa:7273","K12567","titin [EC:2.7.11.1]","KXJ05340.1","2746","34350","1.37287e-44","212","105","877"
"Q8WZ42","hsa:7273","K12567","titin [EC:2.7.11.1]","KXJ05340.1","2746","34350","1.09968e-42","210","110","891"
"Q8WZ42","hsa:7273","K12567","titin [EC:2.7.11.1]","KXJ05340.1","2746","34350","2.45105e-42","213","113","910"
"Q8WZ42","hsa:7273","K12567","titin [EC:2.7.11.1]","KXJ05340.1","2746","34350","2.47249e-42","211","126","899"
"Q9HCK4","hsa:6092","K06754","roundabout, axon guidance receptor 2","KXJ05340.1","2746","1378","1.14286e-37","141","45","523"
"Q9HCK4","hsa:6092","K06754","roundabout, axon guidance receptor 2","KXJ05340.1","2746","1378","3.29782e-27","129","93","513"
"Q9HCK4","hsa:6092","K06754","roundabout, axon guidance receptor 2","KXJ05340.1","2746","1378","1.12185e-24","125","75","494"
"Q3ZCI9","bta:281047","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","548","6.33224e-20","42","0","63"
"P42932","mmu:12469","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","548","1.98245e-18","41","0","63"
"Q6EE31","gga:418486","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","548","4.02908e-17","39","0","63"
"A8X6I9","cbr:CBG08425","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","548","4.37412e-17","38","1","64"
"Q9N358","cel:CELE_Y55F3AR.3","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","548","7.35841e-17","35","0","56"
"P78921","spo:SPBC337.05c","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","546","1.13477e-15","38","1","64"
"P50990","hsa:10694","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","548","7.08133e-13","42","0","63"
"Q4R5J0","mcf:101864979","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","548","3.03326e-12","40","0","59"
"P47079","sce:YJL008C","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","568","1.6364e-09","31","3","62"
"Q94K05","ath:AT3G03960","K09500","T-complex protein 1 subunit theta","KXJ05341.1","1167","549","1.79694e-07","26","0","57"
NA,NA,NA,NA,"KXJ05345.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ05359.1",NA,NA,NA,NA,NA,NA
"Q4ADV7","hsa:57589","K20476","RAB6A-GEF complex partner protein 1","KXJ05360.1","1047","1423","2.71247e-109","171","15","361"
"Q9V3C5","dme:Dmel_CG9063","K20476","RAB6A-GEF complex partner protein 1","KXJ05360.1","1047","1429","6.943e-69","135","33","357"
"Q09417","cel:CELE_R06F6.8","K20476","RAB6A-GEF complex partner protein 1","KXJ05360.1","1047","1470","1.17053e-37","98","70","361"
"O42656","spo:SPAC1851.04c","K20476","RAB6A-GEF complex partner protein 1","KXJ05360.1","1047","1052","9.18828e-08","27","2","97"
NA,NA,NA,NA,"KXJ05375.1",NA,NA,NA,NA,NA,NA
"Q10588","hsa:683","K18152","ADP-ribosyl cyclase 2 [EC:3.2.2.6 2.4.99.20]","KXJ05383.1","404","318","5.38908e-10","33","7","106"
"Q63072","rno:81506","K18152","ADP-ribosyl cyclase 2 [EC:3.2.2.6 2.4.99.20]","KXJ05383.1","404","319","4.51994e-08","24","0","79"
"Q64277","mmu:12182","K18152","ADP-ribosyl cyclase 2 [EC:3.2.2.6 2.4.99.20]","KXJ05383.1","404","311","7.98095e-08","23","0","76"
"P25304","rno:25592","K06254","agrin","KXJ05386.1","407","1959","5.7052e-06","29","3","72"
"P25304","rno:25592","K06254","agrin","KXJ05386.1","407","1959","8.93048e-11","33","1","72"
"P25304","rno:25592","K06254","agrin","KXJ05386.1","407","1959","7.17013e-09","36","4","75"
"P25304","rno:25592","K06254","agrin","KXJ05386.1","407","1959","4.84445e-06","28","1","72"
"P50411","rno:192361","K16833","protein phosphatase inhibitor 2","KXJ05401.1","809","205","4.05494e-15","40","6","73"
"Q9DCL8","mmu:66849","K16833","protein phosphatase inhibitor 2","KXJ05401.1","809","206","5.1618e-14","39","6","73"
"P41236","hsa:5504","K16833","protein phosphatase inhibitor 2","KXJ05401.1","809","205","1.81927e-13","37","6","73"
"Q3SZX2","bta:532726","K16833","protein phosphatase inhibitor 2","KXJ05401.1","809","207","7.20217e-13","36","6","73"
"P11845","ocu:100009520","K16833","protein phosphatase inhibitor 2","KXJ05401.1","809","205","9.69136e-13","36","6","73"
"O35453","mmu:15451","K08665","hepsin [EC:3.4.21.106]","KXJ05405.1","1174","436","2.35461e-15","53","15","129"
"Q05511","rno:29135","K08665","hepsin [EC:3.4.21.106]","KXJ05405.1","1174","416","3.80448e-15","52","15","129"
"P00740","hsa:2158","K01321","coagulation factor IX (Christmas factor) [EC:3.4.21.22]","KXJ05405.1","1174","461","3.86111e-15","49","15","117"
"Q95ND7","ptr:465887","K01321","coagulation factor IX (Christmas factor) [EC:3.4.21.22]","KXJ05405.1","1174","461","4.0046e-15","49","15","117"
"Q8K1T0","mmu:140765","K09634","transmembrane protease serine 3 [EC:3.4.21.-]","KXJ05405.1","1174","453","8.62188e-15","50","17","124"
"Q5R5E8","pon:100173788","K08665","hepsin [EC:3.4.21.106]","KXJ05405.1","1174","417","1.33191e-14","53","15","129"
"P05981","hsa:3249","K08665","hepsin [EC:3.4.21.106]","KXJ05405.1","1174","417","1.48671e-14","53","15","129"
"P16296","rno:24946","K01321","coagulation factor IX (Christmas factor) [EC:3.4.21.22]","KXJ05405.1","1174","462","3.00289e-14","47","15","117"
"Q6SA95","fca:493973","K01321","coagulation factor IX (Christmas factor) [EC:3.4.21.22]","KXJ05405.1","1174","466","5.00442e-14","48","15","122"
NA,NA,NA,NA,"KXJ05411.1",NA,NA,NA,NA,NA,NA
"Q80T79","mmu:239420","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","1.03587e-08","29","2","59"
"Q80T79","mmu:239420","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","4.93351e-07","24","0","55"
"Q80T79","mmu:239420","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","2.12373e-06","25","0","55"
"Q80T79","mmu:239420","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","2.27554e-06","25","4","61"
"Q80T79","mmu:239420","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","2.99923e-06","27","0","68"
"Q80T79","mmu:239420","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","7.61254e-06","24","0","56"
"Q7Z407","hsa:114788","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","6.12973e-08","28","2","59"
"Q7Z407","hsa:114788","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","6.91089e-07","25","0","55"
"Q7Z407","hsa:114788","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","2.1607e-06","25","4","61"
"Q7Z407","hsa:114788","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3707","2.97347e-06","27","0","68"
"Q923L3","mmu:94109","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","6.726e-08","24","0","54"
"Q923L3","mmu:94109","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","7.59615e-06","23","0","54"
"Q923L3","mmu:94109","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","7.78154e-07","24","0","54"
"Q923L3","mmu:94109","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","3.49539e-06","24","0","55"
"Q923L3","mmu:94109","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","4.41215e-06","24","0","56"
"Q96PZ7","hsa:64478","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","1.64091e-07","24","0","54"
"Q96PZ7","hsa:64478","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","2.37058e-06","23","0","54"
"Q96PZ7","hsa:64478","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","7.33866e-06","23","0","54"
"Q96PZ7","hsa:64478","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","5.3202e-07","24","0","56"
"Q96PZ7","hsa:64478","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3564","1.26226e-06","24","0","55"
"Q4LDE5","hsa:79987","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3571","1.85248e-07","25","0","56"
"Q4LDE5","hsa:79987","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3571","8.2099e-06","22","0","57"
"Q7Z408","hsa:114784","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3487","3.08161e-07","24","0","54"
"Q7Z408","hsa:114784","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3487","8.77048e-07","25","0","54"
"Q501P1","mmu:70370","K17342","fibulin 7","KXJ05413.1","1304","440","2.92333e-06","22","0","56"
"A2AVA0","mmu:64817","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3567","5.4271e-06","24","0","56"
"A2AVA0","mmu:64817","K17495","CUB and sushi domain-containing protein","KXJ05413.1","1304","3567","8.64517e-06","24","0","56"
NA,NA,NA,NA,"KXJ05422.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ05440.1",NA,NA,NA,NA,NA,NA
"O60462","hsa:8828","K06819","neuropilin 2","KXJ05452.1","1636","931","3.99225e-25","107","57","343"
"O60462","hsa:8828","K06819","neuropilin 2","KXJ05452.1","1636","931","5.84024e-08","46","30","157"
"O35375","mmu:18187","K06819","neuropilin 2","KXJ05452.1","1636","931","2.47204e-23","101","56","332"
"O35276","rno:81527","K06819","neuropilin 2","KXJ05452.1","1636","925","3.10211e-23","102","56","332"
"Q9GLP1","ssc:397217","K03902","coagulation factor V (labile factor)","KXJ05452.1","1636","2258","7.55752e-23","88","55","316"
"Q28107","bta:280687","K03902","coagulation factor V (labile factor)","KXJ05452.1","1636","2211","1.44755e-21","89","55","316"
"O88783","mmu:14067","K03902","coagulation factor V (labile factor)","KXJ05452.1","1636","2183","4.65584e-20","89","59","318"
"P12263","ssc:397339","K03899","coagulation factor VIII","KXJ05452.1","1636","2133","1.30753e-19","87","40","299"
"P12259","hsa:2153","K03902","coagulation factor V (labile factor)","KXJ05452.1","1636","2224","2.19979e-18","85","59","318"
NA,NA,NA,NA,"KXJ05475.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ05481.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ05497.1",NA,NA,NA,NA,NA,NA
"F1QF89","dre:569769","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","720","2.94096e-55","96","9","259"
"Q9VTK2","dme:Dmel_CG6097","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","886","7.6255e-52","101","10","267"
"Q2LZ62","dpo:Dpse_GA19350","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","908","1.35492e-47","95","11","263"
"Q99PR0","rno:84430","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","747","1.60127e-46","93","11","260"
"Q8R2R1","mmu:99011","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","746","4.80343e-46","94","19","264"
"Q9Y6A1","hsa:10585","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","747","3.79271e-45","91","7","258"
"Q59X23","cal:CAALFM_C206100WA","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","755","1.54432e-32","83","21","260"
"O42933","spo:SPBC16C6.09","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","778","2.01671e-31","74","24","223"
"P46971","sce:YJR143C","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","762","3.90912e-28","76","28","268"
"P33775","sce:YDL095W","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","KXJ05511.1","1203","817","1.16549e-25","83","23","257"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","1.29518e-138","351","43","936"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","3.17634e-134","343","65","965"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","6.29247e-130","348","47","929"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","3.23169e-122","338","47","924"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","9.50571e-118","325","81","934"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","2.61627e-100","299","119","983"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","2.52551e-57","159","51","481"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","9.71444e-38","139","60","463"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","6.00627e-36","117","12","339"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","1.85626e-35","151","63","506"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","2.69231e-31","131","57","452"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","6.47018e-10","38","0","91"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","4.42186e-163","373","36","941"
"D3ZHA0","rno:362332","K04437","filamin","KXJ05538.1","2768","2726","3.18499e-148","357","41","946"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","4.19899e-136","348","39","934"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","5.15088e-134","341","65","965"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","4.96898e-131","345","46","924"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","1.68405e-162","370","36","941"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","5.74995e-148","357","41","946"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","4.73423e-30","130","57","452"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","1.79381e-26","70","2","154"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","1.19974e-09","38","0","91"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","1.74851e-122","336","47","924"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","6.58281e-119","323","87","937"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","4.15634e-108","312","82","973"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","1.81135e-73","188","53","538"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","7.80369e-57","159","51","481"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","6.82755e-46","160","41","562"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","7.24047e-38","141","64","468"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","1.56507e-36","117","12","339"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","5.0115e-36","103","22","326"
"Q14315","hsa:2318","K04437","filamin","KXJ05538.1","2768","2725","2.20483e-35","151","63","506"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","3.97156e-36","117","12","339"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","2.36229e-35","151","63","506"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","3.00937e-31","131","57","452"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","6.41568e-10","38","0","91"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","1.91191e-162","372","36","941"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","1.76307e-148","356","41","946"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","2.90348e-138","350","39","934"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","1.58947e-134","344","65","965"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","4.60714e-131","345","42","914"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","2.5761e-122","335","45","923"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","1.41262e-117","324","81","934"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","2.42754e-100","299","119","983"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","7.46431e-58","160","51","481"
"Q8VHX6","mmu:68794","K04437","filamin","KXJ05538.1","2768","2726","7.05597e-38","140","64","465"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","3.60838e-157","373","41","943"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","2.57727e-119","339","46","924"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","5.0768e-149","376","52","954"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","9.98545e-137","343","39","933"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","1.80772e-135","343","38","944"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","4.36781e-70","275","111","958"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","2.53788e-115","319","71","941"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","1.01417e-85","292","111","985"
"P21333","hsa:2316","K04437","filamin","KXJ05538.1","2768","2647","2.49179e-85","248","76","837"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","9.58168e-119","298","54","920"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","3.90202e-112","291","68","918"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","1.54636e-132","339","34","902"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","8.20785e-132","320","33","823"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","2.91727e-69","274","114","954"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","5.38128e-60","212","51","646"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","2.8151e-92","295","71","957"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","1.57669e-84","250","87","842"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","1.09438e-156","362","57","952"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","7.55704e-144","337","41","946"
"Q80X90","mmu:286940","K04437","filamin","KXJ05538.1","2768","2602","1.32861e-132","333","44","927"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","8.57405e-61","205","47","644"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","4.38946e-132","318","33","823"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","5.46644e-129","333","40","906"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","8.00547e-124","335","45","928"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","5.22878e-121","300","54","920"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","1.8669e-108","294","70","919"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","3.24208e-90","296","75","956"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","8.39477e-88","282","65","920"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","4.33091e-83","250","79","838"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","6.87149e-67","275","114","954"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","2.00864e-156","357","53","950"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","2.62168e-146","333","41","946"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","5.14742e-140","362","39","947"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","1.91948e-135","340","34","902"
"O75369","hsa:2317","K04437","filamin","KXJ05538.1","2768","2602","4.79816e-134","336","50","930"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","9.23601e-134","319","31","815"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","7.82779e-126","339","46","946"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","7.03974e-97","283","63","915"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","7.80154e-97","275","48","908"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","1.11661e-95","285","36","908"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","2.67833e-88","284","59","928"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","2.39566e-83","245","79","839"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","2.33187e-68","272","83","965"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","2.56935e-66","266","115","955"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","1.94528e-64","258","79","939"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","3.59195e-55","222","42","731"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","3.63501e-47","218","86","750"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","4.6703e-42","187","71","649"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","2.16307e-113","312","66","961"
"Q9VEN1","dme:Dmel_CG3937","K04437","filamin","KXJ05538.1","2768","2210","1.26844e-106","300","44","919"
"P13466","ddi:DDB_G0269100","K04437","filamin","KXJ05538.1","2768","857","3.30295e-11","65","26","243"
"P13466","ddi:DDB_G0269100","K04437","filamin","KXJ05538.1","2768","857","1.39209e-26","145","67","553"
"P13466","ddi:DDB_G0269100","K04437","filamin","KXJ05538.1","2768","857","1.26063e-19","121","39","464"
"P13466","ddi:DDB_G0269100","K04437","filamin","KXJ05538.1","2768","857","5.85767e-13","94","34","325"
"P13466","ddi:DDB_G0269100","K04437","filamin","KXJ05538.1","2768","857","3.74929e-34","156","41","551"
"P13466","ddi:DDB_G0269100","K04437","filamin","KXJ05538.1","2768","857","8.79554e-31","161","73","580"
"Q86Y13","hsa:9666","K10642","E3 ubiquitin-protein ligase DZIP3 [EC:2.3.2.27]","KXJ05552.1","1049","1208","1.53006e-11","53","10","167"
"Q7TPV2","mmu:224170","K10642","E3 ubiquitin-protein ligase DZIP3 [EC:2.3.2.27]","KXJ05552.1","1049","1204","1.10301e-10","51","10","167"
NA,NA,NA,NA,"KXJ05554.1",NA,NA,NA,NA,NA,NA
"A8W649","ssc:100126278","K09867","aquaporin-5","KXJ05558.1","1236","265","6.22431e-41","97","9","230"
"A4L9J0","ocu:100101574","K09863","aquaporin-0","KXJ05558.1","1236","263","1.65012e-40","95","13","253"
"Q6J8I9","oas:100294602","K09863","aquaporin-0","KXJ05558.1","1236","263","2.56282e-40","79","3","198"
"P56402","mmu:11827","K09865","aquaporin-2","KXJ05558.1","1236","271","6.50371e-40","94","11","238"
"A2IBY8","cfa:607104","K09863","aquaporin-0","KXJ05558.1","1236","263","1.0431e-39","78","3","198"
"P30301","hsa:4284","K09863","aquaporin-0","KXJ05558.1","1236","263","1.09915e-39","92","13","260"
"P51180","mmu:17339","K09863","aquaporin-0","KXJ05558.1","1236","263","1.09915e-39","79","3","198"
"O88572","mmu:16974","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1613","1.21744e-53","117","26","316"
"O88572","mmu:16974","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1613","1.76928e-53","120","17","314"
"O88572","mmu:16974","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1613","1.53868e-36","97","17","321"
"O88572","mmu:16974","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1613","1.25896e-66","122","14","315"
"O75581","hsa:4040","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1613","9.43085e-54","114","22","314"
"O75581","hsa:4040","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1613","5.89131e-53","119","17","314"
"O75581","hsa:4040","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1613","1.53615e-35","95","17","321"
"O75581","hsa:4040","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1613","5.292e-66","121","14","315"
"O75096","hsa:4038","K20051","low-density lipoprotein receptor-related protein 4","KXJ05559.1","2279","1905","1.05258e-62","120","11","301"
"O75096","hsa:4038","K20051","low-density lipoprotein receptor-related protein 4","KXJ05559.1","2279","1905","1.27696e-59","127","16","306"
"O75096","hsa:4038","K20051","low-density lipoprotein receptor-related protein 4","KXJ05559.1","2279","1905","3.98489e-55","118","17","311"
"O75096","hsa:4038","K20051","low-density lipoprotein receptor-related protein 4","KXJ05559.1","2279","1905","5.23609e-64","127","15","311"
"Q8VI56","mmu:228357","K20051","low-density lipoprotein receptor-related protein 4","KXJ05559.1","2279","1905","4.86247e-60","127","16","306"
"Q8VI56","mmu:228357","K20051","low-density lipoprotein receptor-related protein 4","KXJ05559.1","2279","1905","1.7659e-54","119","17","311"
"Q8VI56","mmu:228357","K20051","low-density lipoprotein receptor-related protein 4","KXJ05559.1","2279","1905","1.99842e-63","127","21","314"
"Q8VI56","mmu:228357","K20051","low-density lipoprotein receptor-related protein 4","KXJ05559.1","2279","1905","9.95891e-63","120","11","301"
"Q91VN0","mmu:16973","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1614","3.30929e-44","106","18","314"
"Q91VN0","mmu:16973","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1614","5.23711e-31","98","17","319"
"Q91VN0","mmu:16973","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1614","2.06237e-63","124","13","320"
"Q91VN0","mmu:16973","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1614","4.35391e-51","111","16","311"
"O75197","hsa:4041","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1615","4.12383e-45","106","18","314"
"O75197","hsa:4041","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1615","8.07269e-30","96","25","323"
"O75197","hsa:4041","K03068","low density lipoprotein receptor-related protein 5/6","KXJ05559.1","2279","1615","4.43992e-63","123","21","318"
