"","id","title","authors"
"637","map05152","Evasion and subversion of antigen presentation by Mycobacterium tuberculosis.","Baena A, Porcelli SA"
"638","map05152","Mycobacterial lipoarabinomannan and related lipoglycans: from biogenesis to modulation of the immune response.","Briken V, Porcelli SA, Besra GS, Kremer L"
"639","map05152","Diversity in Mycobacterium tuberculosis mannosylated cell wall determinants impacts adaptation to the host.","Torrelles JB, Schlesinger LS"
"640","map05152","Interplay between mycobacteria and host signalling pathways.","Koul A, Herget T, Klebl B, Ullrich A"
"641","map05152","The role of Syk/CARD9-coupled C-type lectin receptors in immunity to Mycobacterium tuberculosis infections.","Marakalala MJ, Graham LM, Brown GD"
"642","map05152","Intracellular signalling cascades regulating innate immune responses to Mycobacteria: branching out from Toll-like receptors.","Jo EK, Yang CS, Choi CH, Harding CV"
"643","map05152","Role of C-type lectins in mycobacterial infections.","Torrelles JB, Azad AK, Henning LN, Carlson TK, Schlesinger LS"
"644","map05152","Innate immunity to Mycobacterium tuberculosis.","van Crevel R, Ottenhoff TH, van der Meer JW"
"645","map05152","The immunology of tuberculosis: from bench to bedside.","Dheda K, Schwander SK, Zhu B, van Zyl-Smit RN, Zhang Y"
"646","map05152","Innate immune effectors in mycobacterial infection.","Saiga H, Shimada Y, Takeda K"
"647","ko05133","Phosphorelay control of virulence gene expression in Bordetella.","Cotter PA, Jones AM"
"648","ko05133","Regulation of bacterial virulence by two-component systems.","Beier D, Gross R"
"649","ko05133","Differential expression of type III effector BteA protein due to IS481 insertion in Bordetella pertussis.","Han HJ, Kuwae A, Abe A, Arakawa Y, Kamachi K"
"650","ko05133","Implication of Galpha i proteins and Src tyrosine kinases in endotoxin-induced signal transduction events and mediator production.","Ferlito M, Romanenko OG, Guyton K, Ashton S, Squadrito F, Halushka PV, Cook JA"
"651","ko05133","The role of pattern-recognition receptors in innate immunity: update on Toll-like receptors.","Kawai T, Akira S"
"652","ko05133","Signaling pathways downstream of pattern-recognition receptors and their cross talk.","Lee MS, Kim YJ"
"653","ko05133","Toll-like receptor 4 coupled GI protein signaling pathways regulate extracellular signal-regulated kinase phosphorylation and AP-1 activation independent of NFkappaB activation.","Fan H, Peck OM, Tempel GE, Halushka PV, Cook JA"
"654","ko05133","Induction of dendritic cell maturation by pertussis toxin and its B subunit differentially initiate Toll-like receptor 4-dependent signal transduction pathways.","Wang ZY, Yang D, Chen Q, Leifer CA, Segal DM, Su SB, Caspi RR, Howard ZO, Oppenheim JJ"
"655","ko05133","Third activity of Bordetella adenylate cyclase (AC) toxin-hemolysin. Membrane translocation of AC domain polypeptide promotes calcium influx into CD11b+ monocytes independently of the catalytic and hemolytic activities.","Fiser R, Masin J, Basler M, Krusek J, Spulakova V, Konopasek I, Sebo P"
"656","ko05133","Bordetella pertussis inhibition of interleukin-12 (IL-12) p70 in human monocyte-derived dendritic cells blocks IL-12 p35 through adenylate cyclase toxin-dependent cyclic AMP induction.","Spensieri F, Fedele G, Fazio C, Nasso M, Stefanelli P, Mastrantonio P, Ausiello CM"
"657","ko05133","Adenylate cycalse toxin of Bordetella pertussis inhibits TLR-induced IRF-1 and IRF-8 activation and IL-12 production and enhances IL-10 through MAPK activation in dendritic cells.","Hickey FB, Brereton CF, Mills KH"
"658","ko05133","Inflammasome activation by adenylate cyclase toxin directs Th17 responses and protection against Bordetella pertussis.","Dunne A, Ross PJ, Pospisilova E, Masin J, Meaney A, Sutton CE, Iwakura Y, Tschopp J, Sebo P, Mills KH"
"659","ko05133","Macrophage cytotoxicity produced by adenylate cyclase toxin from Bordetella pertussis: more than just making cyclic AMP!","Hewlett EL, Donato GM, Gray MC"
"660","ko05133","Topology and maturation of filamentous haemagglutinin suggest a new model for two-partner secretion.","Mazar J, Cotter PA"
"661","ko05133","Activation of complement receptor 3 on human monocytes by cross-linking of very-late antigen-5 is mediated via protein tyrosine kinases.","van den Berg BM, van Furth R, Hazenbos WL"
"662","ko05133","Pertussis toxin and adenylate cyclase toxin: key virulence factors of Bordetella pertussis and cell biology tools.","Carbonetti NH"
"663","ko05133","Pertussis: a matter of immune modulation.","de Gouw D, Diavatopoulos DA, Bootsma HJ, Hermans PW, Mooi FR"
"664","map05133","Phosphorelay control of virulence gene expression in Bordetella.","Cotter PA, Jones AM"
"665","map05133","Regulation of bacterial virulence by two-component systems.","Beier D, Gross R"
"666","map05133","Differential expression of type III effector BteA protein due to IS481 insertion in Bordetella pertussis.","Han HJ, Kuwae A, Abe A, Arakawa Y, Kamachi K"
"667","map05133","Implication of Galpha i proteins and Src tyrosine kinases in endotoxin-induced signal transduction events and mediator production.","Ferlito M, Romanenko OG, Guyton K, Ashton S, Squadrito F, Halushka PV, Cook JA"
"668","map05133","The role of pattern-recognition receptors in innate immunity: update on Toll-like receptors.","Kawai T, Akira S"
"669","map05133","Signaling pathways downstream of pattern-recognition receptors and their cross talk.","Lee MS, Kim YJ"
"670","map05133","Toll-like receptor 4 coupled GI protein signaling pathways regulate extracellular signal-regulated kinase phosphorylation and AP-1 activation independent of NFkappaB activation.","Fan H, Peck OM, Tempel GE, Halushka PV, Cook JA"
"671","map05133","Induction of dendritic cell maturation by pertussis toxin and its B subunit differentially initiate Toll-like receptor 4-dependent signal transduction pathways.","Wang ZY, Yang D, Chen Q, Leifer CA, Segal DM, Su SB, Caspi RR, Howard ZO, Oppenheim JJ"
"672","map05133","Third activity of Bordetella adenylate cyclase (AC) toxin-hemolysin. Membrane translocation of AC domain polypeptide promotes calcium influx into CD11b+ monocytes independently of the catalytic and hemolytic activities.","Fiser R, Masin J, Basler M, Krusek J, Spulakova V, Konopasek I, Sebo P"
"673","map05133","Bordetella pertussis inhibition of interleukin-12 (IL-12) p70 in human monocyte-derived dendritic cells blocks IL-12 p35 through adenylate cyclase toxin-dependent cyclic AMP induction.","Spensieri F, Fedele G, Fazio C, Nasso M, Stefanelli P, Mastrantonio P, Ausiello CM"
"674","map05133","Adenylate cycalse toxin of Bordetella pertussis inhibits TLR-induced IRF-1 and IRF-8 activation and IL-12 production and enhances IL-10 through MAPK activation in dendritic cells.","Hickey FB, Brereton CF, Mills KH"
"675","map05133","Inflammasome activation by adenylate cyclase toxin directs Th17 responses and protection against Bordetella pertussis.","Dunne A, Ross PJ, Pospisilova E, Masin J, Meaney A, Sutton CE, Iwakura Y, Tschopp J, Sebo P, Mills KH"
"676","map05133","Macrophage cytotoxicity produced by adenylate cyclase toxin from Bordetella pertussis: more than just making cyclic AMP!","Hewlett EL, Donato GM, Gray MC"
"677","map05133","Topology and maturation of filamentous haemagglutinin suggest a new model for two-partner secretion.","Mazar J, Cotter PA"
"678","map05133","Activation of complement receptor 3 on human monocytes by cross-linking of very-late antigen-5 is mediated via protein tyrosine kinases.","van den Berg BM, van Furth R, Hazenbos WL"
"679","map05133","Pertussis toxin and adenylate cyclase toxin: key virulence factors of Bordetella pertussis and cell biology tools.","Carbonetti NH"
"680","map05133","Pertussis: a matter of immune modulation.","de Gouw D, Diavatopoulos DA, Bootsma HJ, Hermans PW, Mooi FR"
"681","ko05034","Region-specific induction of FosB/DeltaFosB by voluntary alcohol intake: effects of naltrexone.","Li J, Cheng Y, Bian W, Liu X, Zhang C, Ye JH"
"682","ko05034","Repeated alcohol administration during adolescence causes changes in the mesolimbic dopaminergic and glutamatergic systems and promotes alcohol intake in the adult rat.","Pascual M, Boix J, Felipo V, Guerri C"
"683","ko05034","Emerging role of epigenetics in the actions of alcohol.","Shukla SD, Velazquez J, French SW, Lu SC, Ticku MK, Zakhari S"
"684","ko05034","Dynorphin is a downstream effector of striatal BDNF regulation of ethanol intake.","Logrip ML, Janak PH, Ron D"
"685","ko05034","Increased expression of protein kinase A inhibitor alpha (PKI-alpha) and decreased PKA-regulated genes in chronic intermittent alcohol exposure.","Repunte-Canonigo V, Lutjens R, van der Stap LD, Sanna PP"
"686","ko05034","Protein kinases and addiction.","Lee AM, Messing RO"
"687","ko05034","In vivo chronic intermittent ethanol exposure reverses the polarity of synaptic plasticity in the nucleus accumbens shell.","Jeanes ZM, Buske TR, Morrisett RA"
"688","ko05034","How Adaptation of the Brain to Alcohol Leads to Dependence: A Pharmacological Perspective.","Clapp P, Bhave SV, Hoffman PL"
"689","ko05034","Addiction, dopamine, and the molecular mechanisms of memory.","Berke JD, Hyman SE"
"690","ko05034","Neural mechanisms of addiction: the role of reward-related learning and memory.","Hyman SE, Malenka RC, Nestler EJ"
"691","ko05034","NMDA receptors lose their inhibitions.","Lovinger DM"
"692","ko05034","DARPP-32 and regulation of the ethanol sensitivity of NMDA receptors in the nucleus accumbens.","Maldve RE, Zhang TA, Ferrani-Kile K, Schreiber SS, Lippmann MJ, Snyder GL, Fienberg AA, Leslie SW, Gonzales RA, Morrisett RA"
"693","ko05034","Coincident signaling in mesolimbic structures underlying alcohol reinforcement.","Zhang TA, Maldve RE, Morrisett RA"
"694","ko05034","The gene transcription factor cyclic AMP-responsive element binding protein: role in positive and negative affective states of alcohol addiction.","Pandey SC"
"695","ko05034","Neuroscience of alcoholism: molecular and cellular mechanisms.","Moonat S, Starkman BG, Sakharkar A, Pandey SC"
"696","ko05034","Enduring effects of chronic ethanol in the CNS: basis for alcoholism.","Diana M, Brodie M, Muntoni A, Puddu MC, Pillolla G, Steffensen S, Spiga S, Little HJ"
"697","ko05034","The ""ups and downs"" of signaling cascades in addiction.","Ron D, Jurd R"
"698","ko05034","Recent advances in the neurobiology of alcoholism: the role of adenosine.","Mailliard WS, Diamond I"
"699","ko05034","Intracellular signaling pathways that regulate behavioral responses to ethanol.","Newton PM, Messing RO"
"700","ko05034","Alcoholism: a systems approach from molecular physiology to addictive behavior.","Spanagel R"
"701","map05034","Region-specific induction of FosB/DeltaFosB by voluntary alcohol intake: effects of naltrexone.","Li J, Cheng Y, Bian W, Liu X, Zhang C, Ye JH"
"702","map05034","Repeated alcohol administration during adolescence causes changes in the mesolimbic dopaminergic and glutamatergic systems and promotes alcohol intake in the adult rat.","Pascual M, Boix J, Felipo V, Guerri C"
"703","map05034","Emerging role of epigenetics in the actions of alcohol.","Shukla SD, Velazquez J, French SW, Lu SC, Ticku MK, Zakhari S"
"704","map05034","Dynorphin is a downstream effector of striatal BDNF regulation of ethanol intake.","Logrip ML, Janak PH, Ron D"
"705","map05034","Increased expression of protein kinase A inhibitor alpha (PKI-alpha) and decreased PKA-regulated genes in chronic intermittent alcohol exposure.","Repunte-Canonigo V, Lutjens R, van der Stap LD, Sanna PP"
"706","map05034","Protein kinases and addiction.","Lee AM, Messing RO"
"707","map05034","In vivo chronic intermittent ethanol exposure reverses the polarity of synaptic plasticity in the nucleus accumbens shell.","Jeanes ZM, Buske TR, Morrisett RA"
"708","map05034","How Adaptation of the Brain to Alcohol Leads to Dependence: A Pharmacological Perspective.","Clapp P, Bhave SV, Hoffman PL"
"709","map05034","Addiction, dopamine, and the molecular mechanisms of memory.","Berke JD, Hyman SE"
"710","map05034","Neural mechanisms of addiction: the role of reward-related learning and memory.","Hyman SE, Malenka RC, Nestler EJ"
"711","map05034","NMDA receptors lose their inhibitions.","Lovinger DM"
"712","map05034","DARPP-32 and regulation of the ethanol sensitivity of NMDA receptors in the nucleus accumbens.","Maldve RE, Zhang TA, Ferrani-Kile K, Schreiber SS, Lippmann MJ, Snyder GL, Fienberg AA, Leslie SW, Gonzales RA, Morrisett RA"
"713","map05034","Coincident signaling in mesolimbic structures underlying alcohol reinforcement.","Zhang TA, Maldve RE, Morrisett RA"
"714","map05034","The gene transcription factor cyclic AMP-responsive element binding protein: role in positive and negative affective states of alcohol addiction.","Pandey SC"
"715","map05034","Neuroscience of alcoholism: molecular and cellular mechanisms.","Moonat S, Starkman BG, Sakharkar A, Pandey SC"
"716","map05034","Enduring effects of chronic ethanol in the CNS: basis for alcoholism.","Diana M, Brodie M, Muntoni A, Puddu MC, Pillolla G, Steffensen S, Spiga S, Little HJ"
"717","map05034","The ""ups and downs"" of signaling cascades in addiction.","Ron D, Jurd R"
"718","map05034","Recent advances in the neurobiology of alcoholism: the role of adenosine.","Mailliard WS, Diamond I"
"719","map05034","Intracellular signaling pathways that regulate behavioral responses to ethanol.","Newton PM, Messing RO"
"720","map05034","Alcoholism: a systems approach from molecular physiology to addictive behavior.","Spanagel R"
"721","ko05031","Differential regulation of psychostimulant-induced gene expression of brain derived neurotrophic factor and the immediate-early gene Arc in the juvenile and adult brain.","Banerjee PS, Aston J, Khundakar AA, Zetterstrom TS"
"722","ko05031","Regulation of AMPA receptor dephosphorylation by glutamate receptor agonists.","Snyder GL, Galdi S, Fienberg AA, Allen P, Nairn AC, Greengard P"
"723","ko05031","Transcriptional and epigenetic mechanisms of addiction.","Robison AJ, Nestler EJ"
"724","ko05031","Delta FosB mediates epigenetic desensitization of the c-fos gene after chronic amphetamine exposure.","Renthal W, Carle TL, Maze I, Covington HE 3rd, Truong HT, Alibhai I, Kumar A, Montgomery RL, Olson EN, Nestler EJ"
"725","ko05031","Addiction to cocaine and amphetamine.","Hyman SE"
"726","ko05031","How addictive drugs disrupt presynaptic dopamine neurotransmission.","Sulzer D"
"727","ko05031","Syntaxin 1A interaction with the dopamine transporter promotes amphetamine-induced dopamine efflux.","Binda F, Dipace C, Bowton E, Robertson SD, Lute BJ, Fog JU, Zhang M, Sen N, Colbran RJ, Gnegy ME, Gether U, Javitch JA, Erreger K, Galli A"
"728","ko05031","A closer look at amphetamine-induced reverse transport and trafficking of the dopamine and norepinephrine transporters.","Robertson SD, Matthies HJ, Galli A"
"729","ko05031","Molecular neurobiology of drug addiction.","Chao J, Nestler EJ"
"730","ko05031","Neuroplasticity mediated by altered gene expression.","McClung CA, Nestler EJ"
"731","ko05031","Addiction, dopamine, and the molecular mechanisms of memory.","Berke JD, Hyman SE"
"732","ko05031","Amphetamine and dopamine-induced immediate early gene expression in striatal neurons depends on postsynaptic NMDA receptors and calcium.","Konradi C, Leveque JC, Hyman SE"
"733","ko05031","L-Type Ca(2+) channels are essential for glutamate-mediated CREB phosphorylation and c-fos gene expression in striatal neurons.","Rajadhyaksha A, Barczak A, Macias W, Leveque JC, Lewis SE, Konradi C"
"734","ko05031","Dopamine D1 receptors mediate CREB phosphorylation via phosphorylation of the NMDA receptor at Ser897-NR1.","Dudman JT, Eaton ME, Rajadhyaksha A, Macias W, Taher M, Barczak A, Kameyama K, Huganir R, Konradi C"
"735","ko05031","Psychostimulants, L-type calcium channels, kinases, and phosphatases.","Rajadhyaksha AM, Kosofsky BE"
"736","ko05031","Neural mechanisms of addiction: the role of reward-related learning and memory.","Hyman SE, Malenka RC, Nestler EJ"
"737","ko05031","Cellular and molecular mechanisms involved in the neurotoxicity of opioid and psychostimulant drugs.","Cunha-Oliveira T, Rego AC, Oliveira CR"
"738","ko05031","Psychostimulants, Protein phosphorylation and Gene expression: a growing role of L-type calcium channels.","Rajadhyaksha AM, Kosofsky BE"
"739","map05031","Differential regulation of psychostimulant-induced gene expression of brain derived neurotrophic factor and the immediate-early gene Arc in the juvenile and adult brain.","Banerjee PS, Aston J, Khundakar AA, Zetterstrom TS"
"740","map05031","Regulation of AMPA receptor dephosphorylation by glutamate receptor agonists.","Snyder GL, Galdi S, Fienberg AA, Allen P, Nairn AC, Greengard P"
"741","map05031","Transcriptional and epigenetic mechanisms of addiction.","Robison AJ, Nestler EJ"
"742","map05031","Delta FosB mediates epigenetic desensitization of the c-fos gene after chronic amphetamine exposure.","Renthal W, Carle TL, Maze I, Covington HE 3rd, Truong HT, Alibhai I, Kumar A, Montgomery RL, Olson EN, Nestler EJ"
"743","map05031","Addiction to cocaine and amphetamine.","Hyman SE"
"744","map05031","How addictive drugs disrupt presynaptic dopamine neurotransmission.","Sulzer D"
"745","map05031","Syntaxin 1A interaction with the dopamine transporter promotes amphetamine-induced dopamine efflux.","Binda F, Dipace C, Bowton E, Robertson SD, Lute BJ, Fog JU, Zhang M, Sen N, Colbran RJ, Gnegy ME, Gether U, Javitch JA, Erreger K, Galli A"
"746","map05031","A closer look at amphetamine-induced reverse transport and trafficking of the dopamine and norepinephrine transporters.","Robertson SD, Matthies HJ, Galli A"
"747","map05031","Molecular neurobiology of drug addiction.","Chao J, Nestler EJ"
"748","map05031","Neuroplasticity mediated by altered gene expression.","McClung CA, Nestler EJ"
"749","map05031","Addiction, dopamine, and the molecular mechanisms of memory.","Berke JD, Hyman SE"
"750","map05031","Amphetamine and dopamine-induced immediate early gene expression in striatal neurons depends on postsynaptic NMDA receptors and calcium.","Konradi C, Leveque JC, Hyman SE"
"751","map05031","L-Type Ca(2+) channels are essential for glutamate-mediated CREB phosphorylation and c-fos gene expression in striatal neurons.","Rajadhyaksha A, Barczak A, Macias W, Leveque JC, Lewis SE, Konradi C"
"752","map05031","Dopamine D1 receptors mediate CREB phosphorylation via phosphorylation of the NMDA receptor at Ser897-NR1.","Dudman JT, Eaton ME, Rajadhyaksha A, Macias W, Taher M, Barczak A, Kameyama K, Huganir R, Konradi C"
"753","map05031","Psychostimulants, L-type calcium channels, kinases, and phosphatases.","Rajadhyaksha AM, Kosofsky BE"
"754","map05031","Neural mechanisms of addiction: the role of reward-related learning and memory.","Hyman SE, Malenka RC, Nestler EJ"
"755","map05031","Cellular and molecular mechanisms involved in the neurotoxicity of opioid and psychostimulant drugs.","Cunha-Oliveira T, Rego AC, Oliveira CR"
"756","map05031","Psychostimulants, Protein phosphorylation and Gene expression: a growing role of L-type calcium channels.","Rajadhyaksha AM, Kosofsky BE"
"757","ko05010","The role of cerebral amyloid beta accumulation in common forms of Alzheimer disease.","Gandy S"
"758","ko05010","Neuronal apoptosis induced by beta-amyloid is mediated by caspase-8.","Ivins KJ, Thornton PL, Rohn TT, Cotman CW"
"759","ko05010","Tau phosphorylation and aggregation in Alzheimer's disease pathology.","Avila J"
"760","ko05010","Mitochondrial dysfunction in sporadic and genetic Alzheimer's disease.","Hauptmann S, Keil U, Scherping I, Bonert A, Eckert A, Muller WE"
"761","ko05010","Neurotoxicity induces cleavage of p35 to p25 by calpain.","Lee MS, Kwon YT, Li M, Peng J, Friedlander RM, Tsai LH"
"762","ko05010","Selective induction of calcineurin activity and signaling by oligomeric amyloid beta.","Reese LC, Zhang W, Dineley KT, Kayed R, Taglialatela G"
"763","ko05010","Distinct destructive signal pathways of neuronal death in Alzheimer's disease.","Shen Y, He P, Zhong Z, McAllister C, Lindholm K"
"764","ko05010","Presenilin-mediated signal transduction.","Cowburn RF, Popescu BO, Ankarcrona M, Dehvari N, Cedazo-Minguez A"
"765","ko05010","Alzheimer's disease pathogenesis and therapeutic interventions.","Parihar MS, Hemnani T"
"766","ko05010","Pathways towards and away from Alzheimer's disease.","Mattson MP"
"767","ko05010","Alzheimer's disease and Abeta toxicity: from top to bottom.","Small DH, Mok SS, Bornstein JC"
"768","ko05010","Induction of neuronal death by ER stress in Alzheimer's disease.","Katayama T, Imaizumi K, Manabe T, Hitomi J, Kudo T, Tohyama M"
"769","ko05010","Calcium dysregulation in Alzheimer's disease.","Bojarski L, Herms J, Kuznicki J"
"770","ko05010","Possible causes of Alzheimer's disease: amyloid fragments, free radicals, and calcium homeostasis.","Holscher C"
"771","ko05010","Neuronal calcium mishandling and the pathogenesis of Alzheimer's disease.","Bezprozvanny I, Mattson MP"
"772","ko05010","Mitochondrial dysfunction, endoplasmic reticulum stress, and apoptosis in Alzheimer's disease.","Takuma K, Yan SS, Stern DM, Yamada K"
"773","ko05010","Apoptotic mechanisms in Alzheimer neurofibrillary degeneration: cause or effect?","Dickson DW"
"774","map05010","The role of cerebral amyloid beta accumulation in common forms of Alzheimer disease.","Gandy S"
"775","map05010","Neuronal apoptosis induced by beta-amyloid is mediated by caspase-8.","Ivins KJ, Thornton PL, Rohn TT, Cotman CW"
"776","map05010","Tau phosphorylation and aggregation in Alzheimer's disease pathology.","Avila J"
"777","map05010","Mitochondrial dysfunction in sporadic and genetic Alzheimer's disease.","Hauptmann S, Keil U, Scherping I, Bonert A, Eckert A, Muller WE"
"778","map05010","Neurotoxicity induces cleavage of p35 to p25 by calpain.","Lee MS, Kwon YT, Li M, Peng J, Friedlander RM, Tsai LH"
"779","map05010","Selective induction of calcineurin activity and signaling by oligomeric amyloid beta.","Reese LC, Zhang W, Dineley KT, Kayed R, Taglialatela G"
"780","map05010","Distinct destructive signal pathways of neuronal death in Alzheimer's disease.","Shen Y, He P, Zhong Z, McAllister C, Lindholm K"
"781","map05010","Presenilin-mediated signal transduction.","Cowburn RF, Popescu BO, Ankarcrona M, Dehvari N, Cedazo-Minguez A"
"782","map05010","Alzheimer's disease pathogenesis and therapeutic interventions.","Parihar MS, Hemnani T"
"783","map05010","Pathways towards and away from Alzheimer's disease.","Mattson MP"
"784","map05010","Alzheimer's disease and Abeta toxicity: from top to bottom.","Small DH, Mok SS, Bornstein JC"
"785","map05010","Induction of neuronal death by ER stress in Alzheimer's disease.","Katayama T, Imaizumi K, Manabe T, Hitomi J, Kudo T, Tohyama M"
"786","map05010","Calcium dysregulation in Alzheimer's disease.","Bojarski L, Herms J, Kuznicki J"
"787","map05010","Possible causes of Alzheimer's disease: amyloid fragments, free radicals, and calcium homeostasis.","Holscher C"
"788","map05010","Neuronal calcium mishandling and the pathogenesis of Alzheimer's disease.","Bezprozvanny I, Mattson MP"
"789","map05010","Mitochondrial dysfunction, endoplasmic reticulum stress, and apoptosis in Alzheimer's disease.","Takuma K, Yan SS, Stern DM, Yamada K"
"790","map05010","Apoptotic mechanisms in Alzheimer neurofibrillary degeneration: cause or effect?","Dickson DW"
"791","ko04971","Recent advances in the molecular and functional characterization of acid/base and electrolyte transporters in the basolateral membranes of gastric and duodenal epithelial cells.","Seidler U, Song P, Xiao F, Riederer B, Bachmann O, Chen M"
"792","ko04971","Heteromeric KCNE2/KCNQ1 potassium channels in the luminal membrane of gastric parietal cells.","Heitzmann D, Grahammer F, von Hahn T, Schmitt-Graff A, Romeo E, Nitschke R, Gerlach U, Lang HJ, Verrey F, Barhanin J, Warth R"
"793","ko04971","Physiology and pathophysiology of potassium channels in gastrointestinal epithelia.","Heitzmann D, Warth R"
"794","ko04971","Compartmentalized cAMP signalling in regulated exocytic processes in non-neuronal cells.","Szaszak M, Christian F, Rosenthal W, Klussmann E"
"795","ko04971","Apical recycling of the gastric parietal cell H,K-ATPase.","Forte JG, Zhu L"
"796","ko04971","From nerves and hormones to bacteria in the stomach; Nobel prize for achievements in gastrology during last century.","Konturek SJ, Konturek PC, Brzozowski T, Konturek JW, Pawlik WW"
"797","ko04971","Gastric secretion.","Schubert ML"
"798","ko04971","Revisiting the parietal cell.","Kopic S, Murek M, Geibel JP"
"799","ko04971","No potassium, no acid: K+ channels and gastric acid secretion.","Heitzmann D, Warth R"
"800","ko04971","Cell biology of acid secretion by the parietal cell.","Yao X, Forte JG"
"801","ko04971","Signal transduction and activation of acid secretion in the parietal cell.","Urushidani T, Forte JG"
"802","ko04971","Control of gastric acid secretion in health and disease.","Schubert ML, Peura DA"
"803","map04971","Recent advances in the molecular and functional characterization of acid/base and electrolyte transporters in the basolateral membranes of gastric and duodenal epithelial cells.","Seidler U, Song P, Xiao F, Riederer B, Bachmann O, Chen M"
"804","map04971","Heteromeric KCNE2/KCNQ1 potassium channels in the luminal membrane of gastric parietal cells.","Heitzmann D, Grahammer F, von Hahn T, Schmitt-Graff A, Romeo E, Nitschke R, Gerlach U, Lang HJ, Verrey F, Barhanin J, Warth R"
"805","map04971","Physiology and pathophysiology of potassium channels in gastrointestinal epithelia.","Heitzmann D, Warth R"
"806","map04971","Compartmentalized cAMP signalling in regulated exocytic processes in non-neuronal cells.","Szaszak M, Christian F, Rosenthal W, Klussmann E"
"807","map04971","Apical recycling of the gastric parietal cell H,K-ATPase.","Forte JG, Zhu L"
"808","map04971","From nerves and hormones to bacteria in the stomach; Nobel prize for achievements in gastrology during last century.","Konturek SJ, Konturek PC, Brzozowski T, Konturek JW, Pawlik WW"
"809","map04971","Gastric secretion.","Schubert ML"
"810","map04971","Revisiting the parietal cell.","Kopic S, Murek M, Geibel JP"
"811","map04971","No potassium, no acid: K+ channels and gastric acid secretion.","Heitzmann D, Warth R"
"812","map04971","Cell biology of acid secretion by the parietal cell.","Yao X, Forte JG"
"813","map04971","Signal transduction and activation of acid secretion in the parietal cell.","Urushidani T, Forte JG"
"814","map04971","Control of gastric acid secretion in health and disease.","Schubert ML, Peura DA"
"815","ko04970","The salivary gland fluid secretion mechanism.","Catalan MA, Nakamoto T, Melvin JE"
"816","ko04970","Regulation of fluid and electrolyte secretion in salivary gland acinar cells.","Melvin JE, Yule D, Shuttleworth T, Begenisich T"
"817","ko04970","Functional and molecular characterization of the fluid secretion mechanism in human parotid acinar cells.","Nakamoto T, Srivastava A, Romanenko VG, Ovitt CE, Perez-Cornejo P, Arreola J, Begenisich T, Melvin JE"
"818","ko04970","Salivary proteins: protective and diagnostic value in cariology?","Van Nieuw Amerongen A, Bolscher JG, Veerman EC"
"819","ko04970","Understanding salivary fluid and protein secretion.","Turner RJ, Sugiya H"
"820","ko04970","Regulation of salivary gland function by autonomic nerves.","Proctor GB, Carpenter GH"
"821","ko04970","Physiology and pathophysiology of potassium channels in gastrointestinal epithelia.","Heitzmann D, Warth R"
"822","ko04970","Divergence and convergence in regulated exocytosis: the characteristics of cAMP-dependent enzyme secretion of parotid salivary acinar cells.","Fujita-Yoshigaki J"
"823","ko04970","Principles of saliva secretion.","Baum BJ"
"824","ko04970","Aquaporin water channel in salivary glands.","Ishikawa Y, Ishida H"
"825","ko04970","Regulation of calcium in salivary gland secretion.","Ambudkar IS"
"826","ko04970","Aquaporin-5 water channel in lipid rafts of rat parotid glands.","Ishikawa Y, Cho G, Yuan Z, Inoue N, Nakae Y"
"827","ko04970","Water channels and zymogen granules in salivary glands.","Ishikawa Y, Cho G, Yuan Z, Skowronski MT, Pan Y, Ishida H"
"828","map04970","The salivary gland fluid secretion mechanism.","Catalan MA, Nakamoto T, Melvin JE"
"829","map04970","Regulation of fluid and electrolyte secretion in salivary gland acinar cells.","Melvin JE, Yule D, Shuttleworth T, Begenisich T"
"830","map04970","Functional and molecular characterization of the fluid secretion mechanism in human parotid acinar cells.","Nakamoto T, Srivastava A, Romanenko VG, Ovitt CE, Perez-Cornejo P, Arreola J, Begenisich T, Melvin JE"
"831","map04970","Salivary proteins: protective and diagnostic value in cariology?","Van Nieuw Amerongen A, Bolscher JG, Veerman EC"
"832","map04970","Understanding salivary fluid and protein secretion.","Turner RJ, Sugiya H"
"833","map04970","Regulation of salivary gland function by autonomic nerves.","Proctor GB, Carpenter GH"
"834","map04970","Physiology and pathophysiology of potassium channels in gastrointestinal epithelia.","Heitzmann D, Warth R"
"835","map04970","Divergence and convergence in regulated exocytosis: the characteristics of cAMP-dependent enzyme secretion of parotid salivary acinar cells.","Fujita-Yoshigaki J"
"836","map04970","Principles of saliva secretion.","Baum BJ"
"837","map04970","Aquaporin water channel in salivary glands.","Ishikawa Y, Ishida H"
"838","map04970","Regulation of calcium in salivary gland secretion.","Ambudkar IS"
"839","map04970","Aquaporin-5 water channel in lipid rafts of rat parotid glands.","Ishikawa Y, Cho G, Yuan Z, Inoue N, Nakae Y"
"840","map04970","Water channels and zymogen granules in salivary glands.","Ishikawa Y, Cho G, Yuan Z, Skowronski MT, Pan Y, Ishida H"
"841","ko04925","Mechanisms mediating environmental chemical-induced endocrine disruption in the adrenal gland.","Martinez-Arguelles DB, Papadopoulos V"
"842","ko04925","Steroid hormone synthesis in mitochondria.","Miller WL"
"843","ko04925","Modulation of aldosterone and cortisol synthesis on the molecular level.","Lisurek M, Bernhardt R"
"844","ko04925","Aldosterone and the heart: towards a physiological function?","Delcayre C, Silvestre JS"
"845","ko04925","The roles of cyclic nucleotide phosphodiesterases (PDEs) in steroidogenesis.","Tsai LC, Beavo JA"
