uniprot,kegg,ko,desc,Iteration_query-def,Iteration_query-len,Hit_len,Hsp_evalue,Hsp_identity,Hsp_gaps,Hsp_align-len
"Q8H0U4","ath:AT2G16950","K18752","transportin-1","KXJ05748.1","957","891","6.79257e-44","73","0","117"
"Q8H0U4","ath:AT2G16950","K18752","transportin-1","KXJ05748.1","957","891","9.08154e-06","26","0","59"
"B9FDR3","osa:4337505","K18752","transportin-1","KXJ05748.1","957","891","1.4571e-37","73","0","118"
"O14089","spo:SPAC2F3.06c","K18752","transportin-1","KXJ05748.1","957","910","4.43167e-37","77","5","159"
"O14089","spo:SPAC2F3.06c","K18752","transportin-1","KXJ05748.1","957","910","6.24455e-14","35","0","59"
"Q55CQ7","ddi:DDB_G0269948","K18752","transportin-1","KXJ05748.1","957","931","4.1888e-33","68","0","120"
"Q55CQ7","ddi:DDB_G0269948","K18752","transportin-1","KXJ05748.1","957","931","1.15213e-09","30","0","55"
"Q4SBY6","tng:GSTEN00020755G001","K00546","histamine N-methyltransferase [EC:2.1.1.8]","KXJ05757.1","1153","291","1.44466e-18","68","21","262"
"Q58DV7","bta:613413","K00546","histamine N-methyltransferase [EC:2.1.1.8]","KXJ05757.1","1153","292","2.76003e-18","71","19","292"
"Q5U4V2","xla:495426","K00546","histamine N-methyltransferase [EC:2.1.1.8]","KXJ05757.1","1153","293","3.06644e-17","73","23","294"
"Q6DC37","dre:445242","K00546","histamine N-methyltransferase [EC:2.1.1.8]","KXJ05757.1","1153","292","7.93755e-17","69","35","276"
"Q7SYS9","xla:380306","K00546","histamine N-methyltransferase [EC:2.1.1.8]","KXJ05757.1","1153","293","9.66003e-17","68","19","292"
"U3NEE3","gga:771456","K22437","carnosine N-methyltransferase [EC:2.1.1.22]","KXJ05757.1","1153","322","6.24721e-16","64","17","251"
"Q0V9P1","xtr:779808","K00546","histamine N-methyltransferase [EC:2.1.1.8]","KXJ05757.1","1153","293","8.37221e-16","66","19","294"
"Q5R7C3","pon:100174618","K00546","histamine N-methyltransferase [EC:2.1.1.8]","KXJ05757.1","1153","292","2.17072e-15","63","17","255"
"P50135","hsa:3176","K00546","histamine N-methyltransferase [EC:2.1.1.8]","KXJ05757.1","1153","292","1.90016e-14","62","17","255"
"B2RQC6","mmu:69719","K11540","carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]","KXJ05763.1","481","2225","5.33628e-34","58","0","87"
"P27708","hsa:790","K11540","carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]","KXJ05763.1","481","2225","7.27345e-34","57","0","87"
"P05990","dme:Dmel_CG18572","K11540","carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]","KXJ05763.1","481","2224","3.49061e-32","57","8","106"
"Q18990","cel:CELE_D2085.1","K11540","carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]","KXJ05763.1","481","2198","6.54552e-28","49","0","88"
"P20054","ddi:DDB_G0276335","K11540","carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]","KXJ05763.1","481","2225","4.98828e-26","47","0","74"
"Q3AC01","chy:CHY_1501","K01465","dihydroorotase [EC:3.5.2.3]","KXJ05763.1","481","430","3.1314e-16","34","0","60"
"Q8U4A0","pfu:PF0189","K01465","dihydroorotase [EC:3.5.2.3]","KXJ05763.1","481","414","5.01429e-15","37","6","80"
"O66990","aae:aq_806","K01465","dihydroorotase [EC:3.5.2.3]","KXJ05763.1","481","422","6.08409e-15","31","0","64"
"Q9UPX0","hsa:22997","K22656","immunoglobulin superfamily member 9B","KXJ05771.1","1380","1349","5.46525e-06","28","6","78"
"Q6P423","xla:399060","K15166","mediator of RNA polymerase II transcription subunit 23","KXJ05809.1","3163","1369","0","325","22","584"
"Q80YQ2","mmu:70208","K15166","mediator of RNA polymerase II transcription subunit 23","KXJ05809.1","3163","1367","0","331","24","585"
"Q5RIW8","dre:445483","K15166","mediator of RNA polymerase II transcription subunit 23","KXJ05809.1","3163","1376","0","323","22","584"
"Q9ULK4","hsa:9439","K15166","mediator of RNA polymerase II transcription subunit 23","KXJ05809.1","3163","1368","0","326","28","587"
"Q16HH9","aag:5579145","K15166","mediator of RNA polymerase II transcription subunit 23","KXJ05809.1","3163","1409","5.71595e-180","276","38","585"
"Q9W1X7","dme:Dmel_CG3695","K15166","mediator of RNA polymerase II transcription subunit 23","KXJ05809.1","3163","1439","1.18832e-167","281","41","596"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","2.38897e-32","70","2","129"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","3.91016e-31","73","3","147"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","2.61283e-34","72","2","128"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","8.40896e-22","57","2","123"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","5.96994e-18","48","0","96"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","7.3886e-14","44","3","118"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","8.84415e-31","75","3","143"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","1.01981e-29","65","0","121"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","1.77004e-29","66","0","124"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","3.88939e-29","70","2","129"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","7.0478e-29","67","2","129"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","8.84569e-29","68","2","129"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","2.31213e-28","66","2","130"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","1.13855e-26","65","2","130"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","1.77463e-26","66","2","129"
"P51523","hsa:7637","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","738","4.88685e-24","59","2","129"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","2.2895e-32","71","2","130"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","6.57975e-30","67","2","129"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","1.60031e-29","73","2","146"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","3.02204e-29","69","2","129"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","6.06345e-29","68","2","129"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","1.9276e-27","66","2","129"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","3.24474e-27","68","2","129"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","6.16603e-27","66","2","129"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","8.01936e-26","63","2","129"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","6.34483e-25","61","2","120"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","6.56817e-25","63","2","130"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","8.88987e-25","60","0","125"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","2.09675e-21","57","2","121"
"Q06732","hsa:7582","K09228","KRAB domain-containing zinc finger protein","KXJ05809.1","3163","778","7.70056e-08","25","0","44"
NA,NA,NA,NA,"KXJ05834.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ05835.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ05877.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ05944.1",NA,NA,NA,NA,NA,NA
"Q2KIR8","bta:511957","K15789","threonine 3-dehydrogenase [EC:1.1.1.103]","KXJ05958.1","2549","373","6.81062e-132","179","1","283"
"Q8K3F7","mmu:58865","K15789","threonine 3-dehydrogenase [EC:1.1.1.103]","KXJ05958.1","2549","373","4.26873e-130","175","1","283"
"Q8MIR0","ssc:397065","K15789","threonine 3-dehydrogenase [EC:1.1.1.103]","KXJ05958.1","2549","373","6.61973e-126","169","1","283"
NA,NA,NA,NA,"KXJ05973.1",NA,NA,NA,NA,NA,NA
"Q96BA8","hsa:90993","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","519","2.92022e-08","43","1","73"
"Q70SY1","hsa:64764","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","520","4.70701e-08","44","1","73"
"Q6QDP7","rno:362339","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","521","6.00615e-08","44","1","73"
"Q8BH52","mmu:208647","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","521","6.2715e-08","44","1","73"
"Q66HA2","rno:362165","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","520","6.3159e-08","42","1","68"
"Q5RCM9","pon:100127093","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","520","6.42607e-08","44","1","73"
"Q9Z125","mmu:26427","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","519","6.47153e-08","42","1","68"
"A1L224","dre:791169","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","519","9.18324e-07","42","1","71"
"A2VD01","xla:100037168","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","525","1.25242e-06","42","1","73"
"Q5UEM8","mcf:102134095","K09048","cyclic AMP-responsive element-binding protein 3","KXJ05981.1","2412","395","2.68383e-06","31","0","58"
NA,NA,NA,NA,"KXJ05985.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ05996.1",NA,NA,NA,NA,NA,NA
"Q9NQX0","hsa:93166","K20795","histone-lysine N-methyltransferase PRDM6 [EC:2.1.1.43]","KXJ05997.1","2686","595","1.30387e-75","147","59","369"
"Q9NQX0","hsa:93166","K20795","histone-lysine N-methyltransferase PRDM6 [EC:2.1.1.43]","KXJ05997.1","2686","595","1.93727e-36","76","6","173"
"Q3UZD5","mmu:225518","K20795","histone-lysine N-methyltransferase PRDM6 [EC:2.1.1.43]","KXJ05997.1","2686","596","4.4159e-37","77","6","173"
"Q3UZD5","mmu:225518","K20795","histone-lysine N-methyltransferase PRDM6 [EC:2.1.1.43]","KXJ05997.1","2686","596","1.56985e-75","147","41","360"
"A6QPM3","bta:519857","K20795","histone-lysine N-methyltransferase PRDM6 [EC:2.1.1.43]","KXJ05997.1","2686","590","5.42455e-75","149","63","371"
"A6QPM3","bta:519857","K20795","histone-lysine N-methyltransferase PRDM6 [EC:2.1.1.43]","KXJ05997.1","2686","590","1.0598e-36","77","6","173"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","3.10553e-36","120","62","419"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","2.85321e-14","37","0","95"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","7.36715e-25","56","4","138"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","1.7123e-15","39","0","97"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","3.96954e-15","38","0","88"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","1.49198e-08","32","0","88"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","4.34262e-14","37","0","90"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","1.72564e-13","36","0","97"
"P0C6Y7","rno:365155","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","796","6.62231e-13","36","0","88"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","3.21549e-14","37","0","97"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","4.64447e-14","37","0","97"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","5.41724e-14","38","0","94"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","4.79081e-13","36","0","97"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","9.32949e-13","37","0","97"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","6.90307e-25","57","4","133"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","8.34706e-22","60","9","162"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","1.25615e-15","40","0","104"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","4.09207e-15","39","0","101"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","9.54522e-15","39","0","100"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","1.29875e-14","38","0","97"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","2.11473e-14","37","0","97"
"Q9NQV7","hsa:56979","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","894","2.73326e-14","37","0","97"
"Q9NQW5","hsa:11105","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","492","8.55576e-24","55","4","138"
"Q9NQW5","hsa:11105","K20796","histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]","KXJ05997.1","2686","492","6.02382e-21","58","7","142"
"A1KZ92","hsa:137902","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1463","4.54021e-23","61","6","173"
"A1KZ92","hsa:137902","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1463","4.27657e-15","56","8","173"
"A1KZ92","hsa:137902","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1463","8.23053e-15","56","3","172"
"A4IGL7","xtr:493201","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1457","4.38332e-15","59","9","181"
"A4IGL7","xtr:493201","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1457","4.4981e-15","64","18","205"
"A4IGL7","xtr:493201","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1457","1.87131e-22","59","4","171"
"Q9Y6N7","hsa:6091","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1651","9.74988e-11","57","22","186"
"Q9Y6N7","hsa:6091","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1651","2.63401e-22","68","20","195"
"Q9Y6N7","hsa:6091","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1651","2.38851e-13","57","8","174"
"Q9Y6N7","hsa:6091","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1651","7.74491e-13","54","20","188"
"O89026","mmu:19876","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1612","1.45123e-10","57","22","186"
"O89026","mmu:19876","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1612","2.72986e-22","68","20","195"
"O89026","mmu:19876","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1612","1.3589e-13","54","20","188"
"O89026","mmu:19876","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1612","2.58842e-13","57","8","174"
"O55005","rno:58946","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1651","1.33843e-10","57","22","186"
"O55005","rno:58946","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1651","3.3375e-21","66","20","195"
"O55005","rno:58946","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1651","1.35483e-13","53","20","188"
"O55005","rno:58946","K06753","roundabout, axon guidance receptor 1","KXJ06011.1","1850","1651","8.51182e-13","56","8","174"
"Q3UQ28","mmu:69675","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1475","4.83766e-21","57","4","173"
"Q3UQ28","mmu:69675","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1475","4.53992e-17","63","10","174"
"Q3UQ28","mmu:69675","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1475","2.30343e-16","59","9","181"
"Q3UQ28","mmu:69675","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1475","8.57322e-08","30","0","84"
"Q92626","hsa:7837","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1479","3.37537e-20","56","4","173"
"Q92626","hsa:7837","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1479","2.68197e-18","62","8","173"
"Q92626","hsa:7837","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1479","3.06513e-16","61","11","182"
"Q92626","hsa:7837","K19511","peroxidase [EC:1.11.1.7]","KXJ06011.1","1850","1479","2.23341e-07","30","0","84"
"Q8IVU1","hsa:9543","K22654","immunoglobulin superfamily DCC subclass member 3","KXJ06011.1","1850","814","7.81234e-20","64","10","174"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","2.90358e-19","63","14","172"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","3.77486e-16","57","5","166"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","4.97337e-15","62","7","173"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","1.12887e-13","53","14","189"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","1.19745e-11","54","9","181"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","8.61712e-11","57","17","207"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","1.11331e-10","50","10","175"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","1.36651e-10","52","13","190"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","3.43756e-09","56","16","199"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","4.32738e-09","51","21","196"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","8.13179e-09","52","17","184"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","2.50444e-08","45","17","177"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","3.26145e-08","52","21","198"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","4.62482e-08","48","17","181"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","6.72753e-08","47","18","178"
"P98160","hsa:3339","K06255","heparan sulfate proteoglycan 2 (perlecan)","KXJ06011.1","1850","4391","4.89104e-07","49","33","202"
"Q9Y3B3","hsa:51014","K20349","p24 family protein gamma-3","KXJ06049.1","1381","224","2.35997e-79","116","1","184"
"D3ZTX0","rno:252889","K20349","p24 family protein gamma-3","KXJ06049.1","1381","226","3.67871e-79","116","1","182"
"Q9Y3Q3","hsa:23423","K20350","p24 family protein gamma-4","KXJ06049.1","1381","217","6.31273e-76","111","0","186"
"Q78IS1","mmu:66111","K20350","p24 family protein gamma-4","KXJ06049.1","1381","221","4.03935e-75","109","0","189"
"Q6AY25","rno:300888","K20350","p24 family protein gamma-4","KXJ06049.1","1381","221","3.44681e-74","109","0","186"
"Q54BN0","ddi:DDB_G0293540","K20347","p24 family protein beta-1","KXJ06049.1","1381","209","9.08876e-33","72","10","204"
"Q769F9","ddi:DDB_G0288053","K20347","p24 family protein beta-1","KXJ06049.1","1381","205","1.46749e-28","56","4","187"
"A7SXK3","nve:NEMVE_v1g194562","K20347","p24 family protein beta-1","KXJ06049.1","1381","203","1.81608e-26","61","6","180"
"Q9R0Q3","mmu:100862175","K20347","p24 family protein beta-1","KXJ06049.1","1381","201","5.22084e-26","63","6","180"
"Q9R0Q3","mmu:56334","K20347","p24 family protein beta-1","KXJ06049.1","1381","201","5.22084e-26","63","6","180"
"O88783","mmu:14067","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2183","2.89618e-30","87","28","270"
"O88783","mmu:14067","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2183","1.62014e-22","78","26","270"
"O88783","mmu:14067","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2183","2.10175e-08","44","11","159"
"O88783","mmu:14067","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2183","2.8483e-08","41","8","125"
"Q9GLP1","ssc:397217","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2258","4.52082e-30","89","30","278"
"Q9GLP1","ssc:397217","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2258","1.31176e-22","92","26","319"
"Q9GLP1","ssc:397217","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2258","2.62901e-08","37","6","125"
"Q9GLP1","ssc:397217","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2258","7.56457e-07","44","18","138"
"P12259","hsa:2153","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2224","2.53863e-28","89","30","279"
"P12259","hsa:2153","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2224","5.11286e-21","73","18","266"
"P12259","hsa:2153","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2224","2.58004e-08","37","6","125"
"P12259","hsa:2153","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2224","1.94022e-07","42","12","127"
"P70490","rno:25277","K17253","lactadherin","KXJ06051.1","3336","427","3.5061e-20","75","18","267"
"P70490","rno:25277","K17253","lactadherin","KXJ06051.1","3336","427","1.08284e-12","50","11","157"
"P70490","rno:25277","K17253","lactadherin","KXJ06051.1","3336","427","5.8456e-09","38","8","136"
"P70490","rno:25277","K17253","lactadherin","KXJ06051.1","3336","427","5.71307e-28","91","20","282"
"P21956","mmu:17304","K17253","lactadherin","KXJ06051.1","3336","463","1.69621e-19","85","22","313"
"P21956","mmu:17304","K17253","lactadherin","KXJ06051.1","3336","463","1.24216e-12","49","11","156"
"P21956","mmu:17304","K17253","lactadherin","KXJ06051.1","3336","463","3.12046e-07","35","7","135"
"P21956","mmu:17304","K17253","lactadherin","KXJ06051.1","3336","463","7.9987e-28","89","19","281"
"Q28107","bta:280687","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2211","2.22421e-22","78","18","269"
"Q28107","bta:280687","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2211","1.59331e-08","38","6","124"
"Q28107","bta:280687","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2211","1.74838e-08","47","13","135"
"Q28107","bta:280687","K03902","coagulation factor V (labile factor)","KXJ06051.1","3336","2211","1.0192e-27","86","30","271"
"P12263","ssc:397339","K03899","coagulation factor VIII","KXJ06051.1","3336","2133","5.01737e-19","73","19","267"
"P12263","ssc:397339","K03899","coagulation factor VIII","KXJ06051.1","3336","2133","1.58764e-14","47","7","142"
"P12263","ssc:397339","K03899","coagulation factor VIII","KXJ06051.1","3336","2133","5.50129e-10","43","12","134"
"P12263","ssc:397339","K03899","coagulation factor VIII","KXJ06051.1","3336","2133","7.5249e-27","96","32","318"
"O18806","cfa:403875","K03899","coagulation factor VIII","KXJ06051.1","3336","2343","1.72819e-09","59","21","220"
"O18806","cfa:403875","K03899","coagulation factor VIII","KXJ06051.1","3336","2343","1.21492e-26","97","18","311"
"O18806","cfa:403875","K03899","coagulation factor VIII","KXJ06051.1","3336","2343","5.08905e-20","74","15","263"
"O18806","cfa:403875","K03899","coagulation factor VIII","KXJ06051.1","3336","2343","1.35756e-15","51","9","163"
"Q8CFE5","mmu:238386","K10479","BTB/POZ domain-containing protein 7","KXJ06076.1","1287","1130","9.21176e-84","163","42","404"
"Q9P203","hsa:55727","K10479","BTB/POZ domain-containing protein 7","KXJ06076.1","1287","1132","2.23155e-83","162","42","404"
"A4IFG2","bta:505504","K10481","BTB/POZ domain-containing protein 9","KXJ06076.1","1287","611","6.32878e-08","36","4","110"
"Q96Q07","hsa:114781","K10481","BTB/POZ domain-containing protein 9","KXJ06076.1","1287","612","1.02564e-07","36","4","110"
"Q5PQR3","rno:294318","K10481","BTB/POZ domain-containing protein 9","KXJ06076.1","1287","612","1.46875e-07","32","2","83"
"Q8C726","mmu:224671","K10481","BTB/POZ domain-containing protein 9","KXJ06076.1","1287","612","4.16164e-07","32","2","83"
"Q7T330","dre:100005514","K10523","speckle-type POZ protein","KXJ06076.1","1287","374","2.87962e-06","30","6","84"
"Q9EPL0","mmu:217119","K00771","protein xylosyltransferase [EC:2.4.2.26]","KXJ06106.1","1461","865","1.89991e-132","186","7","348"
"Q5QQ50","cfa:493990","K00771","protein xylosyltransferase [EC:2.4.2.26]","KXJ06106.1","1461","865","2.37816e-132","186","7","348"
"Q9H1B5","hsa:64132","K00771","protein xylosyltransferase [EC:2.4.2.26]","KXJ06106.1","1461","865","1.24066e-130","186","7","348"
"Q5QQ51","ptr:455118","K00771","protein xylosyltransferase [EC:2.4.2.26]","KXJ06106.1","1461","865","8.04571e-130","185","7","348"
